,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0,"[0.849129, 733.292028917336]","[0.862868, 733.292028917336]","[1.00543, 733.292028917336]","[1.640581, 733.292028917336]","[1.091168, 733.292028917336]","[0.717852, 733.292028917336]","[0.433625, 733.292028917336]","[0.508501, 1224.3272960389204]","[0.831197, 1224.3272960389204]","[0.255454, 1224.3272960389204]","[0.517968, 1224.3272960389204]","[0.388653, 1224.3272960389204]","[1.166201, 1224.3272960389204]","[0.455596, 920.5272806967602]","[0.263417, 920.5272806967602]","[0.370447, 920.5272806967602]","[0.508658, 920.5272806967602]","[0.457076, 920.5272806967602]","[0.474191, 1158.3638781854838]","[0.544735, 1158.3638781854838]","[0.36987, 1158.3638781854838]","[0.503889, 1158.3638781854838]","[0.263142, 1158.3638781854838]","[0.18575, 1354.9711454629723]","[0.16901, 1354.9711454629723]","[0.243005, 1354.9711454629723]","[0.168058, 1354.9711454629723]","[0.257866, 1546.866407367467]","[0.366054, 1546.866407367467]","[0.207594, 1546.866407367467]","[0.183516, 1546.866407367467]","[0.152111, 1106.4755948818884]","[0.272128, 1106.4755948818884]","[0.246875, 1106.4755948818884]","[0.120167, 1106.4755948818884]","[0.170618, 1106.4755948818884]","[0.13936, 1220.2120629715264]","[0.232124, 1220.2120629715264]","[0.381903, 1220.2120629715264]","[0.172768, 1220.2120629715264]","[0.173652, 1220.2120629715264]","[0.200859, 509.8182586466563]","[0.243682, 509.8182586466563]","[0.173646, 509.8182586466563]","[0.125002, 509.8182586466563]","[0.222337, 509.8182586466563]","[0.12768, 940.2769500183792]","[0.177489, 940.2769500183792]","[0.234436, 940.2769500183792]","[0.346055, 940.2769500183792]","[0.180766, 940.2769500183792]","[0.315304, 1406.678774172368]","[0.174056, 1406.678774172368]","[0.121848, 1406.678774172368]","[0.334371, 1406.678774172368]","[0.292339, 635.0016560502852]","[0.303148, 635.0016560502852]","[0.232368, 635.0016560502852]","[0.100847, 635.0016560502852]","[0.076913, 694.7191123877822]","[0.098047, 694.7191123877822]","[0.170914, 694.7191123877822]","[0.150388, 694.7191123877822]","[0.173105, 694.7191123877822]","[0.186941, 1391.266814613893]","[0.451078, 1391.266814613893]","[0.233933, 1391.266814613893]","[0.408335, 1391.266814613893]","[0.256926, 1391.266814613893]","[0.190388, 1249.2558031332087]","[0.141203, 1249.2558031332087]","[0.130183, 1249.2558031332087]","[0.282632, 1249.2558031332087]","[0.153455, 1249.2558031332087]","[0.119337, 1451.498094483376]","[0.08311, 1451.498094483376]","[0.108616, 1451.498094483376]","[0.163811, 1451.498094483376]","[0.203646, 726.3964983444503]","[0.212345, 726.3964983444503]","[0.220943, 726.3964983444503]","[0.255347, 726.3964983444503]","[0.395204, 569.3513032421117]","[0.390673, 569.3513032421117]","[0.414166, 569.3513032421117]","[0.254135, 569.3513032421117]","[0.110998, 1031.0586570788023]","[0.111874, 1031.0586570788023]","[0.119032, 1031.0586570788023]","[0.095877, 594.0774783935794]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
1,"[0.849129, 1521.4299585657695]","[0.862604, 1521.4299585657695]","[1.005122, 1521.4299585657695]","[1.640097, 1521.4299585657695]","[1.09086, 1521.4299585657695]","[0.717632, 1521.4299585657695]","[0.675738, 1521.4299585657695]","[1.092018, 1521.4299585657695]","[0.25541, 512.5708035273535]","[0.517836, 512.5708035273535]","[0.130043, 512.5708035273535]","[0.362596, 512.5708035273535]","[0.145925, 459.1903920049356]","[0.127735, 459.1903920049356]","[0.143422, 459.1903920049356]","[0.244599, 459.1903920049356]","[0.244851, 1008.1372055461012]","[0.267392, 1008.1372055461012]","[0.183127, 1008.1372055461012]","[0.250854, 1008.1372055461012]","[0.263054, 1008.1372055461012]","[0.185706, 436.58296619801]","[0.168966, 436.58296619801]","[0.242961, 436.58296619801]","[0.168014, 436.58296619801]","[0.257822, 1100.482568829159]","[0.365966, 1100.482568829159]","[0.20755, 1100.482568829159]","[0.183472, 1100.482568829159]","[0.152067, 725.7213327136456]","[0.27204, 725.7213327136456]","[0.246831, 725.7213327136456]","[0.120167, 725.7213327136456]","[0.170574, 725.7213327136456]","[0.139316, 457.9753391161702]","[0.247422, 457.9753391161702]","[0.335182, 457.9753391161702]","[0.258675, 457.9753391161702]","[0.381815, 457.9753391161702]","[0.172768, 457.9753391161702]","[0.173652, 1690.0274094764582]","[0.200859, 1690.0274094764582]","[0.243682, 1690.0274094764582]","[0.173646, 1690.0274094764582]","[0.125002, 1690.0274094764582]","[0.222337, 1690.0274094764582]","[0.12768, 1690.0274094764582]","[0.177489, 1690.0274094764582]","[0.234436, 1690.0274094764582]","[0.346055, 1690.0274094764582]","[0.180766, 1690.0274094764582]","[0.315304, 1690.0274094764582]","[0.174056, 1690.0274094764582]","[0.121848, 1690.0274094764582]","[0.334371, 1690.0274094764582]","[0.292339, 1690.0274094764582]","[0.303148, 1690.0274094764582]","[0.232368, 1690.0274094764582]","[0.100847, 1690.0274094764582]","[0.076913, 1690.0274094764582]","[0.098047, 1690.0274094764582]","[0.170914, 1690.0274094764582]","[0.150388, 1690.0274094764582]","[0.173105, 1690.0274094764582]","[0.186941, 1690.0274094764582]","[0.451078, 1690.0274094764582]","[0.233933, 1690.0274094764582]","[0.408335, 1690.0274094764582]","[0.256926, 1702.111229758186]","[0.190388, 1702.111229758186]","[0.141203, 1702.111229758186]","[0.130183, 1702.111229758186]","[0.282632, 1702.111229758186]","[0.153455, 1702.111229758186]","[0.119337, 1702.111229758186]","[0.08311, 1702.111229758186]","[0.108616, 1702.111229758186]","[0.163811, 1702.111229758186]","[0.203646, 1702.111229758186]","[0.212345, 1702.111229758186]","[0.220943, 1702.111229758186]","[0.255347, 1702.111229758186]","[0.395204, 1702.111229758186]","[0.390673, 1702.111229758186]","[0.414166, 1702.111229758186]","[0.254135, 1702.111229758186]","[0.110998, 1702.111229758186]","[0.111874, 1702.111229758186]","[0.119032, 1702.111229758186]","[0.095877, 1702.111229758186]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
2,"[0.849085, 588.2153532167657]","[0.862604, 588.2153532167657]","[1.005122, 588.2153532167657]","[1.640097, 588.2153532167657]","[1.09086, 588.2153532167657]","[0.376994, 588.2153532167657]","[0.761525, 588.2153532167657]","[0.433625, 588.2153532167657]","[0.38045, 1156.1753809695438]","[0.25316, 1156.1753809695438]","[0.084587, 1156.1753809695438]","[0.076847, 1156.1753809695438]","[0.168908, 1156.1753809695438]","[0.130043, 1156.1753809695438]","[0.362684, 1156.1753809695438]","[0.145969, 1713.3291841063306]","[0.127735, 1713.3291841063306]","[0.143466, 1713.3291841063306]","[0.145839, 1713.3291841063306]","[0.247475, 1713.3291841063306]","[0.315723, 1713.3291841063306]","[0.457076, 1713.3291841063306]","[0.474191, 1529.3921996092834]","[0.544735, 1529.3921996092834]","[0.36987, 1529.3921996092834]","[0.503889, 1529.3921996092834]","[0.509666, 1529.3921996092834]","[0.394307, 1031.799894061275]","[0.347334, 1031.799894061275]","[0.475134, 1031.799894061275]","[0.322539, 1031.799894061275]","[0.504893, 1172.6776336051548]","[0.742655, 1172.6776336051548]","[0.389917, 1172.6776336051548]","[0.341041, 1172.6776336051548]","[0.311614, 1435.1866174416052]","[0.513723, 1435.1866174416052]","[0.48537, 1435.1866174416052]","[0.247422, 1435.1866174416052]","[0.335226, 1435.1866174416052]","[0.258675, 1475.022628821802]","[0.514126, 1475.022628821802]","[0.765821, 1475.022628821802]","[0.326314, 1475.022628821802]","[0.345837, 1475.022628821802]","[0.397869, 1279.4669790644652]","[0.525881, 1279.4669790644652]","[0.373037, 1279.4669790644652]","[0.23213, 1279.4669790644652]","[0.412209, 1279.4669790644652]","[0.246311, 1350.8091584005183]","[0.45224, 1350.8091584005183]","[0.451848, 1350.8091584005183]","[0.639131, 1350.8091584005183]","[0.32151, 496.8663401225858]","[0.598582, 496.8663401225858]","[0.279783, 496.8663401225858]","[0.295042, 496.8663401225858]","[0.121848, 496.8663401225858]","[0.334415, 496.8663401225858]","[0.292383, 1580.0530793727537]","[0.303192, 1580.0530793727537]","[0.232368, 1580.0530793727537]","[0.100847, 1580.0530793727537]","[0.076913, 1139.02582160169]","[0.133733, 1139.02582160169]","[0.196673, 1139.02582160169]","[0.144438, 1139.02582160169]","[0.196854, 1139.02582160169]","[0.358954, 1139.02582160169]","[0.359886, 1139.02582160169]","[0.590161, 1209.8407258193338]","[0.993912, 1209.8407258193338]","[0.461066, 1209.8407258193338]","[0.815375, 1209.8407258193338]","[0.464366, 1209.8407258193338]","[0.312313, 1399.1726130041616]","[0.254069, 1399.1726130041616]","[0.217999, 1399.1726130041616]","[0.640512, 1399.1726130041616]","[0.28058, 1163.911987873682]","[0.20571, 1163.911987873682]","[0.179991, 1163.911987873682]","[0.263775, 1163.911987873682]","[0.34261, 1163.911987873682]","[0.462878, 1204.3375489163996]","[0.462605, 1204.3375489163996]","[0.439772, 1204.3375489163996]","[0.526935, 1204.3375489163996]","[0.921229, 426.3015914752966]","[0.395336, 426.3015914752966]","[0.390761, 426.3015914752966]","[0.831199, 426.3015914752966]","[0.414298, 432.3555428786499]","[0.254179, 432.3555428786499]","[0.110998, 432.3555428786499]","[0.111874, 432.3555428786499]","[0.119032, 432.3555428786499]","[0.095877, 836.3748564957098]","[0, 0]","[0, 0]","[0, 0]"
3,"[0.849129, 661.87099687048]","[0.862604, 661.87099687048]","[1.005122, 661.87099687048]","[1.640097, 661.87099687048]","[1.09086, 624.5812591632559]","[0.376994, 680.6216004674638]","[0.761525, 670.8883284380345]","[0.433625, 640.4385126960196]","[0.38045, 1034.9889948179102]","[0.25316, 1049.03429436305]","[0.084587, 1074.1836907958836]","[0.076847, 1091.5791459542595]","[0.168908, 1091.5791459542595]","[0.130043, 1085.47735112581]","[0.362684, 1032.3084069124102]","[0.145969, 517.7204884586314]","[0.127735, 481.50616853590697]","[0.143466, 488.5286202947596]","[0.145839, 579.905061714493]","[0.247475, 664.1453595273912]","[0.315723, 610.6306906218966]","[0.457076, 1703.0661332057236]","[0.474191, 1759.7112575173758]","[0.544735, 1698.8537592538871]","[0.36987, 1658.3062435952008]","[0.503889, 1719.117943685624]","[0.509666, 1800.0143675119896]","[0.394307, 415.8050878297721]","[0.347334, 461.16232643785526]","[0.475134, 449.8822722124962]","[0.168058, 536.254607558652]","[0.257866, 1506.4519311421575]","[0.366054, 1572.9529512168976]","[0.207594, 1537.2012844717235]","[0.183516, 1451.4051396697296]","[0.152111, 787.6792545591112]","[0.272128, 899.1248919157965]","[0.246875, 903.542948476554]","[0.120167, 923.4989477806688]","[0.170618, 882.9443320260656]","[0.13936, 497.16278349161786]","[0.232124, 454.5407646793848]","[0.381903, 505.4800162361117]","[0.172812, 420.691042573675]","[0.173696, 468.2502985547741]","[0.200903, 484.1084239814379]","[0.243726, 656.7282209912748]","[0.17369, 530.0640150202662]","[0.125002, 555.7252108173625]","[0.525969, 476.9048998108789]","[0.232174, 1279.0615064501606]","[0.412297, 1203.793382008734]","[0.246355, 1304.9439478276277]","[0.452328, 1354.2935843102075]","[0.451936, 1306.8798348072576]","[0.639219, 1278.5378951573764]","[0.321554, 1313.8025975317926]","[0.59867, 677.8764425341835]","[0.279827, 616.1668737827953]","[0.295086, 581.5856968331454]","[0.789121, 708.684257478925]","[0.63903, 1003.9200795064496]","[0.585762, 1025.8037990476903]","[0.434315, 1037.9184053842205]","[0.133777, 972.2036854940516]","[0.196673, 1074.444666509061]","[0.144482, 449.3396716336151]","[0.196898, 497.3317842019883]","[0.358998, 348.8795452485835]","[0.35993, 490.81808892045257]","[0.590249, 892.9681942426234]","[0.186985, 865.310153659772]","[0.45121, 805.777724499676]","[0.233977, 812.4077903792517]","[0.408467, 870.4699815373002]","[0.25697, 862.191929031352]","[0.190432, 572.3817340500643]","[0.141247, 616.4904097193669]","[0.130183, 548.0617794254165]","[0.312357, 593.0065283316496]","[0.254113, 539.1951007797707]","[0.218043, 1522.358423149192]","[0.6406, 1293.2075181349553]","[0.280624, 1381.7440728625036]","[0.205754, 1313.760963170418]","[0.180035, 1382.894866919088]","[0.263819, 1376.262853038064]","[0.342654, 1419.9376277430242]","[0.462966, 705.2838358844922]","[0.462693, 673.5346460729639]","[0.43986, 593.1228212995142]","[0.527023, 608.7174895518318]","[0.921405, 964.9755292132716]","[0.831199, 1088.3074849817936]","[0.792469, 1037.6883488526005]","[0.645779, 1070.9234705334873]","[0.228598, 1316.948365355595]","[0.233927, 1307.829234120345]","[0.090359, 1288.3369080032076]","[0.177399, 1376.0839526336515]","[0.15596, 935.52120283751]","[0.257299, 942.844445735576]"
4,"[0.849085, 1103.2602904312805]","[0.862604, 1103.2602904312805]","[1.005122, 1103.2602904312805]","[1.640097, 1103.2602904312805]","[1.09086, 1155.810258008471]","[0.717632, 1032.6813410657787]","[0.675738, 1077.4511371608808]","[1.092018, 1178.415912902114]","[0.25541, 493.98169177787616]","[0.517836, 380.7746050728919]","[0.130043, 425.1079455622741]","[0.362596, 1410.7823976353354]","[0.145925, 1505.844291551896]","[0.127735, 1374.10665736669]","[0.143422, 1400.3143325448418]","[0.244599, 1433.7263114916093]","[0.244851, 1163.5802955364395]","[0.267392, 1186.4289800503516]","[0.183127, 1143.0577758435725]","[0.250854, 1147.0716523977803]","[0.263054, 1237.264582276477]","[0.185706, 741.0857124395825]","[0.168966, 867.4230150295168]","[0.394175, 732.3588779342576]","[0.347246, 742.856016923562]","[0.475002, 756.6546120320277]","[0.322451, 1323.16363109462]","[0.685296, 1444.334321748411]","[0.454759, 1316.6152761503936]","[0.784089, 1396.7119922864686]","[1.115934, 1416.2588412391526]","[0.57952, 1436.3564149971407]","[0.486073, 1398.2839650806416]","[0.423772, 550.0697144433037]","[0.744273, 453.1905192538187]","[0.485326, 537.3242675199675]","[0.247422, 410.5869965951144]","[0.170574, 542.0559133238844]","[0.139316, 1408.7519279741498]","[0.23208, 1523.442763691049]","[0.381815, 1406.5830351648372]","[0.172768, 1453.4195096534943]","[0.173652, 1356.15846084007]","[0.200859, 1002.0026923550182]","[0.243682, 1046.3456721015884]","[0.173646, 1096.6755888765776]","[0.125002, 1136.5471950095475]","[0.525793, 1025.5695209578114]","[0.372993, 853.2800681114634]","[0.23213, 845.1346694103058]","[0.412165, 888.0954796528003]","[0.246311, 877.7652426952171]","[0.452196, 835.8292333013603]","[0.451804, 805.8303041875877]","[0.639043, 866.7624497185913]","[0.321466, 869.484383189752]","[0.598494, 527.7571198723367]","[0.279739, 530.6516764996585]","[0.294998, 595.911305104567]","[0.788857, 599.1113322865344]","[0.638854, 1566.787725539759]","[0.585586, 1537.545789390531]","[0.434183, 1689.6161711249115]","[0.133733, 1645.237579529922]","[0.196673, 1641.7514408003915]","[0.144438, 1214.2654401623254]","[0.196854, 1099.1963833502748]","[0.35891, 1047.659756737519]","[0.359842, 1259.6805636509764]","[0.590117, 1216.8057312143294]","[0.99378, 1265.6267945427403]","[0.461022, 1212.4781963996563]","[0.815243, 1149.7676242719135]","[0.464322, 1189.6173359774411]","[0.312269, 633.6353241886331]","[0.254069, 715.2072273222344]","[0.217999, 701.4251897489092]","[0.640424, 657.2708727999783]","[0.280536, 615.619591354612]","[0.20571, 1700.0185724142848]","[0.431345, 1799.435038655222]","[0.310184, 1740.4385092322989]","[0.284676, 1813.8212514697389]","[0.458119, 1800.4184977789678]","[0.582889, 1719.3820876032344]","[0.758223, 1072.719621200941]","[0.769518, 1044.2008298667504]","[0.743311, 1059.6993179306282]","[0.928999, 1009.0336514612636]","[2.044645, 645.6522171057511]","[1.690354, 696.4349424469174]","[0.831199, 1125.360777859948]","[0.792469, 1015.5956347683498]","[1.197276, 1010.0384612300686]","[0.414298, 1052.356756953286]","[0.254179, 971.126635921225]","[0.645779, 937.0711746099776]","[0.228598, 963.5560767338612]","[0.110998, 971.8036315717026]","[0.111874, 994.736091045634]","[0.119032, 991.4146723836624]","[0.095877, 972.3842588231464]"
5,"[0.849129, 1507.9561354104528]","[0.862736, 1507.9561354104528]","[1.005254, 1507.9561354104528]","[1.640053, 1507.9561354104528]","[1.090816, 1504.4181821800244]","[0.717632, 1583.1588027139078]","[0.675738, 1442.0676440677737]","[1.091974, 1522.3514612871102]","[0.25541, 558.4571093197071]","[0.517836, 615.2915520448676]","[0.248179, 638.7890535078268]","[0.777541, 459.1929766564137]","[0.30425, 702.2088282746686]","[0.145795, 778.0887146493329]","[0.247431, 700.4765683522953]","[0.315635, 675.5051842194099]","[0.456944, 693.4930384618823]","[0.474059, 796.2619864552273]","[0.544559, 871.4971543933125]","[0.369782, 885.2467086101985]","[0.503757, 868.2582429839856]","[0.509534, 860.490214430405]","[0.394175, 1582.343420065146]","[0.347246, 1612.0537480544772]","[0.475002, 1623.202075154411]","[0.322451, 1668.808845411796]","[0.504761, 1666.710387640468]","[0.742435, 1703.8241504687398]","[0.389829, 1666.748142875274]","[0.340953, 1652.1961267814547]","[0.311526, 1079.790399123574]","[0.513679, 1025.1733659656306]","[0.485326, 1135.8700337735884]","[0.247422, 1030.385388955866]","[0.335182, 1065.1570301674014]","[0.258675, 1043.4479049374766]","[0.514082, 1017.6117173232258]","[0.765733, 1046.1243737719838]","[0.32627, 1111.498149587987]","[0.345793, 1126.78662836207]","[0.397825, 560.3460550355389]","[0.525793, 579.734257136325]","[0.372993, 513.0207792815838]","[0.23213, 426.4553081211846]","[0.412165, 538.4103024441606]","[0.12768, 396.22914320464895]","[0.177489, 447.2940423271231]","[0.234436, 479.4952645483893]","[0.346055, 404.02231637126937]","[0.180766, 691.5497259555283]","[0.315304, 799.822891333506]","[0.174056, 777.7130483621434]","[0.121848, 704.9602811566001]","[0.334371, 761.022656039171]","[0.292339, 332.02299228971344]","[0.303148, 504.3678594390565]","[0.232368, 491.1636449000214]","[0.585586, 515.2328291445073]","[0.133733, 1247.5974366487778]","[0.076913, 1195.579800642516]","[0.098047, 1195.579800642516]","[0.170914, 1153.3358713119403]","[0.150388, 1172.4631793206547]","[0.173105, 1057.2365728436694]","[0.186941, 1202.7464021799365]","[0.451078, 1203.5748026011215]","[0.233933, 1134.8167922033742]","[0.408335, 1224.1658453705252]","[0.256926, 1236.0236334805768]","[0.190388, 1164.332142497577]","[0.141203, 1254.6842737927043]","[0.130183, 1135.3284777540762]","[0.282632, 1190.912515435968]","[0.153455, 1197.7708460422234]","[0.119337, 1171.47227392761]","[0.08311, 1119.0710723799898]","[0.108616, 1119.0710723799898]","[0.163811, 1088.3479064277535]","[0.203646, 1124.1333132210648]","[0.212345, 1101.793435565144]","[0.220943, 1211.0704767689542]","[0.255347, 1187.7114395712997]","[0.395204, 1168.3966415496886]","[0.390673, 1142.4496028474364]","[0.414166, 1111.8066734292383]","[0.254135, 1096.0029955094951]","[0.110998, 1174.067086530588]","[0.111874, 1144.7526808467876]","[0.119032, 1092.6725202506402]","[0.095877, 1149.3034993622573]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
6,"[0.849129, 1425.5370779944392]","[0.862736, 1425.5370779944392]","[1.005122, 1425.5370779944392]","[1.640053, 1425.5370779944392]","[1.090816, 1354.7166469221495]","[0.717632, 1337.371353425989]","[0.675738, 1306.619976293984]","[1.091974, 1345.1808293880815]","[0.311622, 1520.7865837383083]","[0.668657, 1440.60561058415]","[0.494483, 1396.2922805707844]","[1.569615, 1500.970496676834]","[0.604772, 1359.6472322275242]","[0.335227, 1314.5276133883292]","[0.475525, 1426.4616416045517]","[0.641798, 1329.078549912544]","[0.867512, 1300.1470868968868]","[0.9934, 636.6067940619204]","[0.760296, 608.0249903329939]","[0.572014, 561.6356230953431]","[0.503757, 1667.3526558702874]","[0.509534, 1696.7096782915623]","[0.394175, 1562.141783654791]","[0.347246, 1636.8906775096664]","[0.475002, 1567.8518326759347]","[0.322451, 1632.2539546067198]","[0.504761, 768.0135088664437]","[0.742435, 789.410591389987]","[0.389829, 785.9404222660653]","[0.340953, 808.772455326629]","[0.311526, 1498.2977281084295]","[0.513679, 1491.9222736940455]","[0.485326, 1471.2678223597272]","[0.247422, 1526.010499972089]","[0.335182, 1555.654614930563]","[0.258675, 476.33995792932586]","[0.514082, 381.54485171395527]","[0.381815, 414.33897773998046]","[0.172768, 414.75430325768986]","[0.173652, 423.19615785141394]","[0.200859, 1280.7992023316765]","[0.243682, 1298.5232394873271]","[0.173646, 1312.5643739695277]","[0.125002, 1350.1981059943423]","[0.222337, 1298.1418322225468]","[0.12768, 1752.0287816085463]","[0.177489, 1732.7635233524682]","[0.234436, 1695.9088900678948]","[0.346055, 1612.7930978783352]","[0.180766, 1677.3360058903454]","[0.315304, 542.0431946418627]","[0.174056, 589.5166511709577]","[0.121848, 452.5662437410088]","[0.334371, 536.8786515943415]","[0.292339, 905.1702530827444]","[0.303148, 834.8434104647346]","[0.232368, 822.3752237350503]","[0.100847, 787.3470231026731]","[0.076913, 611.7314237612287]","[0.098047, 529.7399096127601]","[0.170914, 550.7346359767674]","[0.150388, 543.0199018020535]","[0.196854, 539.2217112022921]","[0.35891, 612.1315531569974]","[0.359842, 514.8429629532434]","[0.590117, 583.1975027753696]","[0.99378, 567.5261329426021]","[0.461022, 1006.6982235936528]","[0.815243, 988.6224103372748]","[0.464322, 936.877701614704]","[0.312269, 1008.7472234639608]","[0.254069, 939.6510706038308]","[0.217999, 1036.2078129351942]","[0.640424, 1043.2448394333069]","[0.280536, 949.1906175747656]","[0.20571, 923.8191937120044]","[0.179991, 993.2721383612056]","[0.263731, 932.6665862766444]","[0.342566, 1505.356459784149]","[0.462834, 1518.7744515837144]","[0.462561, 1536.185179569194]","[0.439728, 1553.8927013418731]","[0.526847, 1421.530896090527]","[0.921097, 1395.129709490309]","[0.830935, 1346.4159394759788]","[0.792205, 1363.753869002347]","[0.645603, 680.0814839778975]","[0.228554, 643.3471703305934]","[0.233883, 650.0988754941465]","[0.090359, 593.5669785096101]","[0.177355, 1470.4223997523954]","[0.155916, 1515.0624839655177]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7,"[0.849085, 1289.3093454857055]","[0.862604, 1289.3093454857055]","[1.005122, 1289.3093454857055]","[1.640097, 1289.3093454857055]","[1.090816, 1353.3096003019598]","[0.717632, 1303.0037155083048]","[0.675738, 1216.9951538489283]","[1.091974, 1303.9167121449418]","[0.311622, 1102.8411042536045]","[0.517836, 1080.93389688892]","[0.388565, 1034.3387415161724]","[1.165849, 1189.765174780793]","[0.455464, 1323.2314529844275]","[0.145795, 1127.5273869674938]","[0.247431, 1211.0500899026003]","[0.315635, 1212.1361376505165]","[0.456944, 1258.7886143655703]","[0.474059, 1177.3038657993395]","[0.544559, 1182.5507875743212]","[0.183127, 1152.6307409805756]","[0.250854, 1200.4863847324314]","[0.263054, 770.6499950834325]","[0.185706, 755.012634806771]","[0.168966, 764.3832153470717]","[0.242961, 865.179358904257]","[0.168014, 750.2592481845082]","[0.257822, 1099.3013795762258]","[0.365966, 1140.78647312998]","[0.20755, 1078.3897817455163]","[0.183472, 1141.360128524803]","[0.152067, 1554.768178719073]","[0.27204, 1660.0043994765222]","[0.246831, 1576.3814125304943]","[0.120167, 1667.7916007825993]","[0.170574, 1601.5164633513211]","[0.139316, 837.6735640460579]","[0.23208, 835.9673255595095]","[0.381815, 725.0485113413243]","[0.172768, 704.9155688595946]","[0.173652, 736.1737650642542]","[0.200859, 1063.7081910155398]","[0.243682, 1079.0767438801406]","[0.173646, 1057.1828987928511]","[0.125002, 1139.982634546504]","[0.222337, 1077.0059897858046]","[0.12768, 1090.8698476884565]","[0.177489, 1091.4744272523214]","[0.234436, 984.2150570131156]","[0.346055, 1071.1318808540634]","[0.180766, 1219.8810150809811]","[0.315304, 1223.0370971885163]","[0.174056, 1184.9869130221978]","[0.121848, 1163.502008424148]","[0.334371, 1166.8669901178453]","[0.292339, 760.9384451065216]","[0.303148, 772.2714425844836]","[0.232368, 818.962407997072]","[0.100847, 539.3752963667584]","[0.076913, 352.01756035081576]","[0.098047, 518.1325078543073]","[0.170914, 362.1408119915901]","[0.150388, 512.4568898400429]","[0.173105, 814.8629705949766]","[0.186941, 957.1831858290504]","[0.451078, 893.6927644792336]","[0.233933, 839.4704000635297]","[0.408335, 913.070808565834]","[0.256926, 1640.757470305502]","[0.190388, 1554.3202575658106]","[0.141203, 1457.623756305107]","[0.130183, 1453.6031335339972]","[0.282632, 1548.601804080662]","[0.153455, 658.2557164084069]","[0.119337, 607.5399334913541]","[0.08311, 753.157459267914]","[0.108616, 734.0512996726331]","[0.163811, 705.2411076835731]","[0.203646, 799.4582109136006]","[0.212345, 748.338052165825]","[0.220943, 694.7129244069246]","[0.255347, 1306.1989437518228]","[0.395204, 1464.459912101189]","[0.390673, 1351.9708730548602]","[0.414166, 1346.1320634374947]","[0.254135, 1684.734635466289]","[0.110998, 1697.4087963342072]","[0.111874, 1704.0061512803873]","[0.119032, 1280.3169737302549]","[0.095877, 1287.5712829300055]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
