,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,"[0.849085, 932.584698238134]","[0.862604, 932.584698238134]","[1.005122, 932.584698238134]","[1.640097, 932.584698238134]","[1.09086, 932.584698238134]","[0.717632, 1338.4609483483864]","[0.675738, 635.9599222066182]","[1.092018, 877.8587127807098]","[0.253116, 1335.00065800479]","[0.084587, 1335.00065800479]","[0.329428, 1335.00065800479]","[0.248179, 1335.00065800479]","[0.777541, 905.584809452125]","[0.30425, 1109.2211625330883]","[0.145795, 1109.2211625330883]","[0.247431, 620.0272585983823]","[0.315635, 620.0272585983823]","[0.456944, 1441.9586848182155]","[0.474059, 1009.1305756047452]","[0.544559, 1009.1305756047452]","[0.369782, 588.0182358120791]","[0.503757, 963.5055021544108]","[0.509534, 963.5055021544108]","[0.394175, 1130.5036236357664]","[0.347246, 1323.986810823652]","[0.475002, 1137.5470943105947]","[0.322451, 1137.5470943105947]","[0.504761, 1501.328941300757]","[0.742435, 517.276372802527]","[0.389829, 1052.4352779231008]","[0.340953, 1052.4352779231008]","[0.311526, 1595.9659617690686]","[0.513679, 1595.9659617690686]","[0.485326, 1578.2179581659273]","[0.247422, 1578.2179581659273]","[0.335182, 1153.090905195883]","[0.258675, 1363.067103904519]","[0.514082, 1363.067103904519]","[0.765733, 905.0395086305184]","[0.32627, 859.1578961492276]","[0.345793, 859.1578961492276]","[0.397825, 907.5664598570944]","[0.525793, 1591.0318330048574]","[0.372993, 1591.0318330048574]","[0.23213, 713.2161023435644]","[0.412165, 713.2161023435644]","[0.246311, 1314.0138690173983]","[0.452196, 680.4854820463988]","[0.451804, 680.4854820463988]","[0.639043, 1354.7891681531476]","[0.321466, 654.0568734450126]","[0.598494, 654.0568734450126]","[0.279739, 480.571971759064]","[0.294998, 480.571971759064]","[0.788857, 1379.0136652971366]","[0.638854, 559.2551497194379]","[0.585586, 559.2551497194379]","[0.434183, 603.0719671196462]","[0.133733, 654.9472034258156]","[0.196673, 654.9472034258156]","[0.144438, 1266.3528444743274]","[0.196854, 479.9441437163255]","[0.35891, 479.9441437163255]","[0.150388, 1561.77189397829]","[0.173105, 1561.77189397829]","[0.186941, 516.1717579448219]","[0.451078, 516.1717579448219]","[0.233933, 1171.3870896117437]","[0.408335, 1068.110043928487]","[0.256926, 1068.110043928487]","[0.190388, 485.5571941763189]","[0.815243, 485.5571941763189]","[0.141247, 488.5394551969516]","[0.130183, 488.5394551969516]","[0.28272, 937.5678337222976]","[0.153499, 937.5678337222976]","[0.119337, 889.1595645341037]","[0.08311, 593.8206564432069]","[0.108616, 1052.6423750190052]","[0.163855, 1052.6423750190052]","[0.20369, 1380.2784138717193]","[0.212389, 1517.0884240278062]","[0.220987, 1597.0381460534545]","[0.462693, 1597.0381460534545]","[0.43986, 420.1239274649532]","[0.527023, 420.1239274649532]","[0.921405, 420.1239274649532]","[0.395336, 1499.9790451361037]","[0.390761, 1499.9790451361037]","[0.414298, 1073.929700280692]","[0.831199, 1073.929700280692]","[0.792469, 548.8374817743289]","[0.645779, 459.0172158875757]","[0.228598, 530.4839478377904]","[0.110998, 437.9680840531042]","[0.111874, 437.9680840531042]","[0.119032, 437.9680840531042]","[0.095877, 1045.2560841246475]","[0, 0]","[0, 0]"
1,"[0.849129, 1496.8893123782923]","[0.86278, 1496.8893123782923]","[1.005122, 1496.8893123782923]","[1.640097, 1496.8893123782923]","[1.090816, 1496.8893123782923]","[0.717632, 1500.294621917225]","[0.675738, 482.6344690743192]","[1.091974, 464.7233082271707]","[0.23439, 464.7233082271707]","[0.076847, 1136.8404998882438]","[0.168908, 1136.8404998882438]","[0.130043, 1136.8404998882438]","[0.084587, 1203.7294406525457]","[0.329516, 1203.7294406525457]","[0.248223, 1203.7294406525457]","[0.777761, 1203.7294406525457]","[0.145969, 1098.4912841220253]","[0.127735, 1313.022015597826]","[0.143466, 1313.022015597826]","[0.244643, 895.1078290422768]","[0.244895, 1355.206308307021]","[0.26748, 1355.206308307021]","[0.183171, 838.66867433739]","[0.474191, 1622.6517841039456]","[0.544735, 1622.6517841039456]","[0.36987, 1622.6517841039456]","[0.503889, 1622.6517841039456]","[0.509666, 1245.4826291159598]","[0.394307, 1245.4826291159598]","[0.347334, 1531.5061903035637]","[0.475134, 1548.2320870444871]","[0.322539, 1548.2320870444871]","[0.504893, 506.1898087405866]","[0.742655, 1311.1194780877695]","[0.389917, 1311.1194780877695]","[0.341041, 576.7763945745036]","[0.311614, 799.1962608947182]","[0.513811, 799.1962608947182]","[0.485458, 873.3526407328606]","[0.247466, 873.3526407328606]","[0.33527, 1184.343225042146]","[0.258719, 1000.7506486325758]","[0.514214, 1000.7506486325758]","[0.765953, 1177.4908384978817]","[0.326358, 1099.6461520982093]","[0.345881, 1099.6461520982093]","[0.397957, 889.5420701036917]","[0.525969, 1008.7826870328053]","[0.373081, 1008.7826870328053]","[0.232174, 756.310124824774]","[0.412297, 756.310124824774]","[0.246355, 1673.6138390265285]","[0.452328, 477.8280927098002]","[0.451936, 477.8280927098002]","[0.639219, 614.3550858587976]","[0.321554, 1041.7353710852294]","[0.59867, 1041.7353710852294]","[0.279827, 695.1330378151165]","[0.295086, 695.1330378151165]","[0.789121, 1496.5818618060437]","[0.63903, 785.1933197547582]","[0.585762, 785.1933197547582]","[0.434315, 1023.1782937076238]","[0.133777, 1399.6199467709434]","[0.196673, 1399.6199467709434]","[0.144482, 463.9675814833016]","[0.196898, 731.8193619989609]","[0.358998, 731.8193619989609]","[0.35993, 705.1841945875581]","[0.590249, 1348.1636742250255]","[0.994088, 1348.1636742250255]","[0.461154, 1271.3961889489906]","[0.815507, 1523.1592616931664]","[0.464454, 1523.1592616931664]","[0.312357, 1207.4479822253638]","[0.254113, 1207.4479822253638]","[0.218043, 1034.2879514866077]","[0.6406, 1713.3121529029563]","[0.280624, 815.6111615594976]","[0.205754, 815.6111615594976]","[0.180035, 875.7614537779451]","[0.263819, 518.0398441946487]","[0.342654, 518.0398441946487]","[0.462966, 767.9843297911791]","[0.462693, 1721.9712065017843]","[0.43986, 979.3064802414508]","[0.527023, 979.3064802414508]","[0.921405, 1209.7625145826328]","[0.831199, 458.49128869307975]","[0.792469, 717.6651173935438]","[0.645779, 1540.0125661359775]","[0.228598, 1540.0125661359775]","[0.233927, 906.7749253535012]","[0.090359, 1303.5122041351929]","[0.177399, 1303.5122041351929]","[0.15596, 1466.9654497403424]","[0.257299, 643.2975924812645]","[0, 0]","[0, 0]","[0, 0]"
2,"[0.849129, 990.6010661946716]","[0.862736, 990.6010661946716]","[1.005122, 990.6010661946716]","[1.640097, 990.6010661946716]","[1.09086, 990.6010661946716]","[0.717632, 1117.2406780231163]","[0.675738, 1497.3017959727413]","[1.092018, 1497.3017959727413]","[0.311622, 830.9984006676202]","[0.517836, 1485.5894655323737]","[0.388565, 1485.5894655323737]","[1.165893, 1143.159836197984]","[0.455464, 1428.290217633722]","[0.263329, 1428.290217633722]","[0.370359, 829.325862682103]","[0.508526, 829.325862682103]","[0.641229, 1136.9270535938963]","[0.641798, 1461.3651887858518]","[0.867512, 1461.3651887858518]","[0.9934, 1461.3651887858518]","[1.046837, 1297.83956716567]","[0.756621, 830.8597131791679]","[0.740006, 830.8597131791679]","[0.795672, 1074.6700885817518]","[0.62194, 1666.0188151992274]","[0.510309, 1666.0188151992274]","[0.685296, 583.7685053662367]","[0.454759, 583.7685053662367]","[0.504761, 641.7531538338865]","[0.742435, 1546.1068417451395]","[0.389829, 1546.1068417451395]","[0.340953, 1733.27625415562]","[0.311526, 481.8340002999363]","[0.513679, 481.8340002999363]","[0.485326, 1248.5768728710673]","[0.247422, 1248.5768728710673]","[0.335182, 1003.355226836068]","[0.258675, 1385.2217261252922]","[0.514082, 1385.2217261252922]","[0.765733, 1042.620429175534]","[0.32627, 1670.2146758531103]","[0.345793, 1670.2146758531103]","[0.397825, 426.3660704330687]","[0.525793, 905.3034337750876]","[0.372993, 905.3034337750876]","[0.23213, 1731.7110325165072]","[0.412165, 1731.7110325165072]","[0.246311, 414.50914190814575]","[0.452196, 1479.978014006451]","[0.451804, 1479.978014006451]","[0.639043, 468.0860815584075]","[0.321466, 983.7466753499536]","[0.598494, 983.7466753499536]","[0.279739, 869.8320923980752]","[0.294998, 869.8320923980752]","[0.788857, 987.6424777324188]","[0.638854, 1437.3056234189246]","[0.585586, 1437.3056234189246]","[0.434183, 1174.152153517046]","[0.133733, 1168.276689258692]","[0.196673, 1168.276689258692]","[0.144438, 706.1301654615237]","[0.196854, 577.3872770037012]","[0.35891, 577.3872770037012]","[0.359842, 1398.9050092748816]","[0.590117, 1383.0550727369348]","[0.99378, 1383.0550727369348]","[0.461022, 767.0069593208259]","[0.815243, 569.5126703486753]","[0.464322, 1006.171598028958]","[0.312269, 1006.171598028958]","[0.254069, 1006.171598028958]","[0.217999, 406.4992892043138]","[0.640424, 480.21096644006406]","[0.280536, 1041.4349041092066]","[0.20571, 1041.4349041092066]","[0.179991, 824.6041662796483]","[0.263731, 1232.1075552110788]","[0.342566, 1232.1075552110788]","[0.462834, 1244.0346360344947]","[0.462561, 934.2501265544196]","[0.439728, 490.3883094301209]","[0.526847, 490.3883094301209]","[0.921097, 693.7587826280054]","[0.830935, 1007.474107732258]","[0.792205, 1334.4516626325903]","[0.645603, 1334.4516626325903]","[0.228554, 697.1540257755054]","[0.233883, 1529.879966533309]","[0.090359, 1519.2412883620968]","[0.177355, 1519.2412883620968]","[0.155916, 548.4749363431112]","[0.257299, 962.9110180946316]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
3,"[0.849129, 452.3846797635968]","[0.862604, 452.3846797635968]","[1.005122, 452.3846797635968]","[1.640097, 452.3846797635968]","[1.09086, 452.3846797635968]","[0.303376, 400.0793967670461]","[0.21769, 400.0793967670461]","[0.133597, 947.0705795974316]","[0.23439, 947.0705795974316]","[0.076847, 674.7351838430641]","[0.433625, 988.0942047296264]","[0.25316, 988.0942047296264]","[0.084587, 988.0942047296264]","[0.168908, 988.0942047296264]","[0.130043, 988.0942047296264]","[0.362684, 477.9987853919949]","[0.145969, 782.770999345875]","[0.127735, 1333.4002034898583]","[0.143466, 1333.4002034898583]","[0.244643, 1134.3340245340312]","[0.247475, 594.2773843910064]","[0.315723, 594.2773843910064]","[0.457076, 594.2773843910064]","[0.474191, 982.8645364826824]","[0.544735, 982.8645364826824]","[0.36987, 1723.743170000245]","[0.503889, 1723.743170000245]","[0.509666, 1723.743170000245]","[0.394307, 807.8995454191268]","[0.347334, 965.045098839128]","[0.475134, 854.772656933665]","[0.322539, 854.772656933665]","[0.504893, 1279.19296334996]","[0.742655, 509.3784362415446]","[0.389917, 1273.9035311346595]","[0.341041, 1273.9035311346595]","[0.311614, 1304.3947387369044]","[0.513811, 1304.3947387369044]","[0.485458, 709.8076627594448]","[0.247466, 709.8076627594448]","[0.33527, 1302.111438494253]","[0.258719, 533.558467452611]","[0.514214, 533.558467452611]","[0.765953, 1709.8305804390714]","[0.326358, 1111.7357139769747]","[0.345881, 1111.7357139769747]","[0.397957, 1669.441573047029]","[0.525969, 1150.644164962051]","[0.373081, 1150.644164962051]","[0.232174, 1142.327145859545]","[0.412297, 1142.327145859545]","[0.246355, 870.7026346283194]","[0.452328, 1410.712196996039]","[0.451936, 1410.712196996039]","[0.639219, 1368.002075094079]","[0.321554, 1368.002075094079]","[0.59867, 1545.9520668788314]","[0.279827, 993.6471225378732]","[0.295086, 993.6471225378732]","[0.789121, 1418.0109756522545]","[0.63903, 422.7749965415466]","[0.585762, 422.7749965415466]","[0.434315, 962.5102356993578]","[0.133777, 608.9260174306551]","[0.196673, 608.9260174306551]","[0.144482, 644.5850282010309]","[0.196898, 846.0496665646945]","[0.358998, 846.0496665646945]","[0.35993, 975.561825574276]","[0.590249, 1121.7092599866037]","[0.994088, 1121.7092599866037]","[0.461154, 1598.334579744358]","[0.815507, 820.2714693399491]","[0.464454, 820.2714693399491]","[0.312357, 1361.3437632152409]","[0.254113, 1361.3437632152409]","[0.218043, 1191.2433196169932]","[0.6406, 1634.5762642832724]","[0.280624, 743.3984754040796]","[0.205754, 743.3984754040796]","[0.180035, 1012.810219299438]","[0.263819, 1204.1728372816428]","[0.342654, 1204.1728372816428]","[0.462966, 1411.642592120213]","[0.462693, 520.4965452574464]","[0.43986, 490.8331021477011]","[0.527023, 490.8331021477011]","[0.921405, 900.3654532040334]","[0.831199, 781.83399845806]","[0.792469, 1687.1462101541676]","[0.645779, 1687.1462101541676]","[0.228598, 863.6659484940842]","[0.233927, 1427.4718882329985]","[0.090359, 812.1442021597314]","[0.177399, 812.1442021597314]","[0.15596, 739.060560874173]","[0.257299, 1134.953698910349]","[0, 0]","[0, 0]","[0, 0]"
4,"[0.849129, 1017.6688783442908]","[0.862604, 1017.6688783442908]","[1.005122, 1017.6688783442908]","[1.640097, 1017.6688783442908]","[1.09086, 1017.6688783442908]","[0.526333, 970.1537576931077]","[0.508369, 1305.930544821221]","[0.717632, 1305.930544821221]","[0.675738, 1394.1422270787325]","[1.092018, 1394.1422270787325]","[0.25541, 1605.407872302893]","[0.517836, 1605.407872302893]","[0.388565, 1605.407872302893]","[1.165893, 1310.346289362889]","[0.455464, 1560.6063485553152]","[0.263329, 1560.6063485553152]","[0.370359, 840.6508542355249]","[0.508526, 840.6508542355249]","[0.641229, 1038.6502918283843]","[0.641798, 1505.948083155957]","[0.867512, 1505.948083155957]","[1.20565, 854.4119872635658]","[0.761727, 552.5829558644178]","[0.544559, 1471.8393300010696]","[0.369782, 1471.8393300010696]","[0.503757, 1471.8393300010696]","[0.509534, 1471.8393300010696]","[0.394175, 1093.7590222408237]","[0.347246, 891.690617340664]","[0.475002, 891.690617340664]","[0.322451, 933.5317959057852]","[0.685296, 637.520831842945]","[0.454759, 630.0744381599686]","[0.504761, 630.0744381599686]","[0.742435, 1314.841145956865]","[0.389829, 1314.841145956865]","[0.340953, 913.5237527927784]","[0.311526, 913.5237527927784]","[0.513679, 913.5237527927784]","[0.485326, 515.9873427890158]","[0.247422, 1360.4676882885087]","[0.335182, 1360.4676882885087]","[0.258675, 861.377015169928]","[0.514082, 861.377015169928]","[0.765733, 854.7257787156652]","[0.32627, 1047.4791010788226]","[0.345793, 1047.4791010788226]","[0.397825, 571.5324547791204]","[0.525793, 1615.7158988277045]","[0.372993, 1615.7158988277045]","[0.23213, 731.050832285243]","[0.412165, 731.050832285243]","[0.246311, 1021.7933631852738]","[0.452196, 1345.8848553380217]","[0.451804, 1345.8848553380217]","[0.639043, 1518.621982549123]","[0.321466, 1518.621982549123]","[0.598494, 1001.571135925338]","[0.279739, 1614.6726384206745]","[0.294998, 1614.6726384206745]","[0.788857, 1578.7717456544294]","[0.638854, 1088.6168700188673]","[0.585586, 1088.6168700188673]","[0.434183, 1606.0406350352152]","[0.133733, 873.9019151631769]","[0.196673, 873.9019151631769]","[0.144438, 612.1149085902105]","[0.196854, 536.2651187927618]","[0.35891, 536.2651187927618]","[0.359842, 433.1866260809297]","[0.590117, 1112.2629068629096]","[0.99378, 1112.2629068629096]","[0.461022, 1269.4756018939954]","[0.815243, 705.53136578826]","[0.464322, 705.53136578826]","[0.312269, 1643.0068713205417]","[0.254069, 1643.0068713205417]","[0.217999, 1396.6444190341958]","[0.640424, 998.036684185764]","[0.280536, 998.036684185764]","[0.20571, 553.5571975113543]","[0.179991, 1313.9295936427206]","[0.263731, 1383.3797716916315]","[0.342566, 1383.3797716916315]","[0.462834, 1107.0688311972913]","[0.462561, 545.212668659327]","[0.439728, 691.129375231403]","[0.526847, 691.129375231403]","[0.921097, 1124.8295256335837]","[0.830935, 1061.0112443368405]","[0.792205, 1599.853775730225]","[0.645603, 1599.853775730225]","[0.228554, 1690.1330926087455]","[0.233883, 835.0588455418738]","[0.090359, 803.0567346479975]","[0.177355, 803.0567346479975]","[0.155916, 1692.6732542754744]","[0, 0]","[0, 0]","[0, 0]"
5,"[0.849129, 1250.8262008792194]","[0.862604, 1250.8262008792194]","[1.005122, 1250.8262008792194]","[1.640097, 1250.8262008792194]","[1.09086, 1250.8262008792194]","[0.526333, 525.7792892022234]","[0.717632, 677.5926064089024]","[0.433493, 750.7570157085977]","[0.380362, 750.7570157085977]","[0.253116, 1553.2877452983207]","[0.084587, 1553.2877452983207]","[0.329428, 1553.2877452983207]","[0.248179, 1553.2877452983207]","[0.777541, 1097.234601799683]","[0.30425, 889.4494166975999]","[0.145795, 889.4494166975999]","[0.247431, 1354.3140551052384]","[0.315635, 1354.3140551052384]","[0.456944, 1542.4957350242885]","[0.474059, 1513.3045271732587]","[0.544559, 1513.3045271732587]","[0.369782, 1328.6054305762489]","[0.503757, 1162.7091511064807]","[0.509534, 1162.7091511064807]","[0.394175, 519.3227719269822]","[0.347246, 431.2417648501775]","[0.475002, 431.2417648501775]","[0.322451, 1329.7456778165315]","[0.504761, 867.4487747478496]","[0.742435, 1586.022300808659]","[0.389829, 1586.022300808659]","[0.340953, 586.0679890034114]","[0.311526, 1049.4601881929236]","[0.513679, 1049.4601881929236]","[0.485326, 879.6559738717569]","[0.247422, 879.6559738717569]","[0.335182, 1388.8703716933471]","[0.258675, 674.1109856499984]","[0.514082, 674.1109856499984]","[0.765733, 1470.9800146589184]","[0.32627, 1141.4009777064243]","[0.345793, 1141.4009777064243]","[0.397825, 459.7446406479292]","[0.525793, 1527.8750894445411]","[0.372993, 1527.8750894445411]","[0.23213, 573.8450947335459]","[0.412165, 573.8450947335459]","[0.246311, 1289.1023838769574]","[0.452196, 929.6495328032984]","[0.451804, 929.6495328032984]","[0.639043, 631.0879329203243]","[0.321466, 866.0483951691039]","[0.598494, 866.0483951691039]","[0.279739, 1487.4095499399884]","[0.294998, 1487.4095499399884]","[0.788857, 742.4097483549989]","[0.638854, 482.7087975780121]","[0.585586, 926.3504699560984]","[0.434183, 926.3504699560984]","[0.133733, 1211.687506521066]","[0.196673, 1211.687506521066]","[0.144438, 1248.4250610011627]","[0.196854, 705.5373829127117]","[0.35891, 705.5373829127117]","[0.359842, 1264.73600329504]","[0.590117, 1356.0750563917468]","[0.99378, 1356.0750563917468]","[0.461022, 1617.2421961737828]","[0.815243, 1196.4324173543914]","[0.464322, 1196.4324173543914]","[0.312269, 888.31071299733]","[0.254069, 888.31071299733]","[0.217999, 1200.4943501382822]","[0.640424, 1492.0541524073385]","[0.280536, 838.0679464017362]","[0.20571, 838.0679464017362]","[0.179991, 1072.1105394368233]","[0.263731, 1545.3772280133278]","[0.342566, 1545.3772280133278]","[0.462834, 401.0631636964174]","[0.462561, 534.1818629742698]","[0.439728, 610.3638338164104]","[0.526847, 610.3638338164104]","[0.921097, 912.8114591640452]","[0.830935, 975.5405737097336]","[0.792205, 1115.477797506419]","[0.645603, 1115.477797506419]","[0.228554, 1171.7038411098845]","[0.233883, 1198.2032209143565]","[0.090359, 1043.3857493068265]","[0.177355, 1043.3857493068265]","[0.155916, 1222.8221243517437]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
6,"[0.849129, 882.8452596628872]","[0.862736, 882.8452596628872]","[1.005254, 882.8452596628872]","[1.640053, 882.8452596628872]","[1.090816, 882.8452596628872]","[0.717632, 1460.2664267661012]","[0.675738, 1498.5446462067848]","[1.091974, 1498.5446462067848]","[0.311622, 977.161235100126]","[0.517836, 721.8714476487382]","[0.388565, 721.8714476487382]","[0.777541, 1445.1525881377245]","[0.30425, 1696.917698874811]","[0.145795, 1696.917698874811]","[0.247431, 1075.9609381115006]","[0.315635, 1075.9609381115006]","[0.456944, 1656.969848728827]","[0.474059, 1301.8954462979143]","[0.544559, 1301.8954462979143]","[0.369782, 1174.2541982836146]","[0.503757, 722.0238347078159]","[0.509534, 722.0238347078159]","[0.394175, 796.4985434442101]","[0.347246, 756.6622065658999]","[0.475002, 1477.5735641562703]","[0.322451, 1477.5735641562703]","[0.504761, 670.2305259354316]","[0.742435, 1325.2248327620346]","[0.784089, 1325.2248327620346]","[1.11589, 521.6243818024145]","[0.366054, 1529.2255418244436]","[0.207594, 1529.2255418244436]","[0.183516, 1529.2255418244436]","[0.152111, 1529.2255418244436]","[0.272128, 1529.2255418244436]","[0.423904, 1141.797150761573]","[0.744493, 1141.797150761573]","[0.485458, 867.3674286199409]","[0.120167, 867.3674286199409]","[0.170618, 867.3674286199409]","[0.13936, 1696.8840170961175]","[0.232124, 1696.8840170961175]","[0.381903, 1574.3352449530976]","[0.172812, 1555.3795995282578]","[0.173696, 1555.3795995282578]","[0.200903, 1148.578536706235]","[0.55732, 1646.7363628903686]","[0.586699, 1646.7363628903686]","[0.862838, 1646.7363628903686]","[0.592602, 1530.5916067343553]","[0.377125, 1530.5916067343553]","[0.587972, 1530.5916067343553]","[0.474911, 1705.8496217272923]","[1.136326, 867.0182739307793]","[0.688305, 867.0182739307793]","[0.539747, 505.2745805865306]","[0.639219, 1166.989572350176]","[0.321554, 1166.989572350176]","[0.59867, 773.1094421405328]","[0.279827, 773.1094421405328]","[0.295086, 773.1094421405328]","[0.789121, 1529.7866799793833]","[0.63903, 867.6039912193803]","[0.585762, 867.6039912193803]","[0.434315, 1374.9151226412746]","[0.133777, 610.3803069915114]","[0.196673, 610.3803069915114]","[0.144482, 1518.232941843161]","[0.196898, 1410.625994777264]","[0.358998, 1410.625994777264]","[0.35993, 1221.318275318336]","[0.590249, 1572.6024170703104]","[0.994088, 1572.6024170703104]","[0.461154, 1470.9369780666016]","[0.815507, 954.562349043396]","[0.464454, 954.562349043396]","[0.312357, 430.0326772445077]","[0.254113, 430.0326772445077]","[0.218043, 897.9847007099676]","[0.6406, 639.2660576155641]","[0.280624, 522.4107346134139]","[0.205754, 522.4107346134139]","[0.180035, 477.40599605887815]","[0.108616, 1049.6795841250623]","[0.163855, 1049.6795841250623]","[0.20369, 865.8569104913322]","[0.212389, 1281.1043856042725]","[0.220987, 1007.240226537837]","[0.255391, 1007.240226537837]","[0.395336, 1320.857938978365]","[0.390761, 1397.601482185304]","[0.414298, 950.2712068383228]","[0.254179, 950.2712068383228]","[0.110998, 664.5195294311702]","[0.111874, 997.027959676814]","[0.119032, 1453.475418602191]","[0.095877, 1626.1448269072555]","[0, 0]","[0, 0]","[0, 0]"
7,"[0.849085, 818.5588790453724]","[0.862604, 818.5588790453724]","[1.005122, 818.5588790453724]","[1.640097, 818.5588790453724]","[1.090816, 818.5588790453724]","[0.717632, 661.7767278672713]","[0.675738, 1686.8761203661306]","[1.091974, 1686.8761203661306]","[0.25541, 1555.113187945084]","[0.517836, 1185.072035489757]","[0.388565, 1185.072035489757]","[1.165849, 939.7634898304468]","[0.455464, 605.0080063088074]","[0.145795, 722.442457444848]","[0.247431, 722.442457444848]","[0.315635, 722.442457444848]","[0.456944, 1509.093072874948]","[0.474059, 1081.6675517223562]","[0.544559, 1081.6675517223562]","[0.369782, 1687.8275186983708]","[0.503757, 1351.868793903706]","[0.509534, 1351.868793903706]","[0.394175, 1089.9270034663236]","[0.347246, 600.1718927302846]","[0.475002, 1705.310642828421]","[0.322451, 1705.310642828421]","[0.504761, 583.2585916179687]","[0.742435, 1531.245879114232]","[0.389829, 1531.245879114232]","[0.340953, 983.461883566396]","[0.311526, 1079.5763576490283]","[0.513679, 1079.5763576490283]","[0.485326, 457.9111978596011]","[0.247422, 457.9111978596011]","[0.335182, 1151.4739923479417]","[0.258675, 1191.1146018168029]","[0.514082, 1191.1146018168029]","[0.765733, 640.8577168407478]","[0.32627, 937.6549350319672]","[0.345793, 937.6549350319672]","[0.397825, 428.7065647681249]","[0.525793, 649.9510368276945]","[0.372993, 649.9510368276945]","[0.23213, 1320.523973224051]","[0.412165, 1320.523973224051]","[0.246311, 706.2403827697773]","[0.452196, 1187.5091427865843]","[0.451804, 1187.5091427865843]","[0.639043, 904.32650016502]","[0.321466, 904.32650016502]","[0.598494, 499.6929701522488]","[0.279739, 431.53334178449416]","[0.294998, 431.53334178449416]","[0.788857, 1019.802054832699]","[0.638854, 1537.713057554036]","[0.585586, 1537.713057554036]","[0.434183, 516.7750321382346]","[0.232368, 443.62627238346016]","[0.100847, 443.62627238346016]","[0.076913, 1567.4897168002033]","[0.098047, 695.9443068455626]","[0.170914, 695.9443068455626]","[0.150388, 1187.7877470723324]","[0.173105, 1187.7877470723324]","[0.35891, 1054.5733568609658]","[0.359842, 1054.5733568609658]","[0.590117, 1054.5733568609658]","[0.99378, 889.4328276318563]","[0.461022, 1172.4452152590738]","[0.815243, 1172.4452152590738]","[0.464322, 546.9159721204737]","[0.312269, 546.9159721204737]","[0.254069, 546.9159721204737]","[0.217999, 1426.4314224420666]","[0.640424, 1192.1688778548355]","[0.280536, 1192.1688778548355]","[0.20571, 1612.7688413259043]","[0.179991, 1711.4835717094356]","[0.263731, 1378.709082097153]","[0.342566, 1378.709082097153]","[0.462834, 1082.891340724801]","[0.462561, 1325.9515051502322]","[0.439728, 1054.1434210336572]","[0.526847, 1054.1434210336572]","[0.921097, 1665.3400308055902]","[0.830935, 1547.8964194706762]","[0.792205, 1647.7145533779933]","[0.645603, 1647.7145533779933]","[0.228554, 1237.3698075447935]","[0.233883, 1703.1933165844691]","[0.090359, 1323.4066720579615]","[0.177355, 1323.4066720579615]","[0.155916, 481.39740843409584]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
