,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
0,"[0.849129, 1007.2885061644848]","[0.616092, 965.1299371841257]","[0.619982, 962.03907407347]","[0.695663, 899.8939078398234]","[0.826144, 909.1203871356416]","[0.376994, 785.7639428711008]","[0.433625, 776.1019600913027]","[0.38045, 734.1763820500544]","[0.25316, 719.1557030624713]","[0.084587, 658.6776185848346]","[0.329516, 721.1621693994083]","[0.248223, 580.2823051741345]","[0.777761, 487.8817724951525]","[0.388653, 546.4129435553737]","[1.166201, 587.4222231555343]","[0.455596, 669.4388788640008]","[0.263417, 834.6857804332262]","[0.370447, 917.7971673774612]","[0.508658, 972.102164306856]","[0.641405, 887.2972085155043]","[0.761947, 1019.3330214321684]","[0.760516, 1027.0973315158742]","[0.57219, 1007.9714690987448]","[0.740226, 1014.7492932946428]","[0.795936, 1195.8598631664952]","[0.622116, 908.8552091338584]","[0.510441, 780.0571310448031]","[0.685516, 827.4398079136719]","[0.454891, 822.6316937784286]","[0.784309, 800.393549657514]","[1.116242, 548.7584158520909]","[0.579696, 679.7881349893544]","[0.486205, 611.7887607702963]","[0.423904, 642.5183858981701]","[0.744493, 708.3355893156577]","[0.718941, 823.4660624189152]","[0.377417, 805.2047566338374]","[0.563621, 708.7957442496067]","[0.395503, 785.4573937452612]","[0.781865, 905.6700375277884]","[1.084796, 853.848284594105]","[0.514865, 934.8056566538996]","[0.55732, 923.0804825033524]","[0.586699, 1107.8038173899386]","[0.862838, 894.5109572754958]","[0.592602, 809.127620082038]","[0.377125, 655.1763499395632]","[0.587972, 791.2152593790416]","[0.474911, 835.7924352809825]","[1.136326, 865.0974149643033]","[0.688305, 727.3367238854433]","[0.539747, 763.307735252417]","[0.420329, 786.837203450951]","[0.798582, 736.8631629461811]","[0.40591, 800.4951893114855]","[0.446719, 719.2807130738961]","[1.152222, 695.2284482823998]","[0.981101, 844.483733373127]","[0.874464, 839.0416635562365]","[0.683663, 965.0590991004505]","[0.242292, 1039.1115491466182]","[0.29288, 1021.9997010895476]","[0.215859, 1184.76327141749]","[0.310107, 1089.1151778980084]","[0.500913, 1122.0319277539922]","[0.509749, 1227.1732417938083]","[0.81257, 1114.3987944834914]","[1.462847, 1019.0957811917408]","[0.673199, 1112.9645518877524]","[1.189677, 1086.31773439982]","[0.66475, 1000.0784673529508]","[0.436343, 964.3086428704664]","[0.346616, 994.4274588083942]","[0.314917, 1005.194826366767]","[0.936693, 1009.3659990545698]","[0.431477, 921.5527605309104]","[0.310272, 1007.2976683527032]","[0.284764, 1052.6978041519037]","[0.458251, 1047.0639369161352]","[0.583065, 1076.95619353115]","[0.758443, 970.9080749420232]","[0.769738, 1057.8658382194635]","[0.743531, 1083.4498417628777]","[0.929307, 1155.507224329072]","[2.045261, 1135.978208458297]","[1.690838, 898.7301299654011]","[1.631446, 900.7843520927914]","[1.230727, 779.4421127249151]","[0.409354, 694.7181287168294]","[0.383825, 688.8300825331365]","[0.115373, 703.1624663161588]","[0.228562, 711.0107794876194]","[0.206274, 768.4628245128646]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
1,"[0.849129, 479.908880636942]","[0.470976, 424.5785519801223]","[0.826282, 461.0073576937972]","[0.916014, 464.3343827465024]","[0.826144, 482.8534808655933]","[0.526509, 475.7428319063421]","[0.508501, 441.5532522765845]","[0.831197, 423.6647119256559]","[0.255454, 602.0708266553155]","[0.517968, 592.062654697727]","[0.388653, 565.7145017615403]","[1.166201, 602.6571329714724]","[0.455596, 681.8019802421449]","[0.263417, 651.1286044079982]","[0.247475, 741.8851044206733]","[0.315723, 504.7564219379413]","[0.457076, 585.72202008133]","[0.474191, 597.2213926487283]","[0.544735, 754.0388194594391]","[0.183171, 931.136330884227]","[0.250898, 1015.412939937058]","[0.263142, 1032.7037065755983]","[0.18575, 1093.8031290857052]","[0.16901, 1079.938768567155]","[0.243005, 962.4085935402336]","[0.168058, 987.5661072644136]","[0.257866, 1175.6738543704992]","[0.366054, 1175.188339546563]","[0.207594, 1128.8753757217507]","[0.183516, 1089.1196021430678]","[0.152111, 1074.238486911533]","[0.272128, 1155.4922117891706]","[0.246875, 1307.36946078578]","[0.120167, 1352.059493637763]","[0.170618, 1490.4603741944452]","[0.13936, 1396.502782129332]","[0.232124, 1310.273343512462]","[0.381903, 1405.4270503388711]","[0.172812, 1284.894816214305]","[0.173696, 1284.4156519598491]","[0.200903, 1275.1392788107423]","[0.243726, 1155.7586040467086]","[0.17369, 1146.465604297328]","[0.125002, 1156.880786406764]","[0.222381, 1135.6219818464465]","[0.12768, 1230.3916650268352]","[0.177533, 1170.5841385889605]","[0.23448, 1144.9726948536068]","[0.346143, 1008.6991857281602]","[0.18081, 929.31295993634]","[0.315392, 822.6714706692546]","[0.1741, 732.5210995845093]","[0.121848, 730.6743381710569]","[0.334459, 861.2353413355984]","[0.292427, 785.7164069868445]","[0.303236, 835.8555315224809]","[0.232412, 989.6163707253908]","[0.100847, 773.3242236598]","[0.076913, 793.6922848866774]","[0.098047, 685.9623607762879]","[0.170958, 800.0952945122868]","[0.150432, 817.6990323968147]","[0.173149, 704.0662124201313]","[0.186985, 662.8366410352087]","[0.45121, 680.1150552191327]","[0.233977, 695.0905734546996]","[0.408467, 557.0870418959635]","[0.25697, 466.676057634913]","[0.190432, 552.1550145021965]","[0.141247, 453.28861763947344]","[0.130183, 529.112721536721]","[0.28272, 496.2162393245002]","[0.153499, 426.1680528308576]","[0.119337, 462.24249448629456]","[0.08311, 444.489575291816]","[0.108616, 401.416839661795]","[0.163855, 404.574082184274]","[0.20369, 432.74748018814455]","[0.212389, 453.51819814346607]","[0.220987, 402.6081228231032]","[0.255391, 433.9229662715241]","[0.395336, 487.3509630178775]","[0.390761, 454.1514365647253]","[0.414298, 447.11307226031687]","[0.254179, 507.85621472909264]","[0.110998, 481.9406231298832]","[0.111874, 549.1643483439074]","[0.119032, 668.2532306999462]","[0.095877, 587.259418830191]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
2,"[0.849129, 964.0662599360364]","[0.470976, 952.5173349684618]","[0.826282, 942.3898759381948]","[0.695663, 929.9589948273036]","[0.826144, 894.8370299188989]","[0.376994, 942.9852784790266]","[0.433625, 932.2224611283068]","[0.38045, 970.1556013090516]","[0.25316, 1010.433752817568]","[0.084587, 997.778689184226]","[0.329516, 1109.582772464138]","[0.130043, 1065.9227809893976]","[0.362684, 1118.8206230887338]","[0.145969, 993.7551749693438]","[0.127735, 1040.1681917132862]","[0.143466, 985.8800208294592]","[0.244643, 1083.6130952890746]","[0.244895, 1023.4547614868682]","[0.26748, 1112.2184307431094]","[0.183171, 1119.5683397429004]","[0.250898, 999.6324438466552]","[0.263142, 1239.1061726938883]","[0.18575, 1207.4659508541406]","[0.16901, 1291.7965034914855]","[0.243005, 1230.1052436473965]","[0.168058, 1202.007369234498]","[0.257866, 1372.5918464730062]","[0.366054, 1433.0951667923648]","[0.207594, 1454.6326454213804]","[0.183516, 1323.6976689301005]","[0.152111, 1449.8476898226068]","[0.272128, 1538.5610164207703]","[0.246875, 1654.5806273090318]","[0.120167, 1565.1654698416814]","[0.170618, 1539.33977899545]","[0.13936, 1713.9826136928934]","[0.232124, 1661.06550768697]","[0.381903, 1575.5663527769057]","[0.172812, 1733.0144470091068]","[0.173696, 1832.1012805809537]","[0.200903, 1912.193514779203]","[0.243726, 1872.518262093247]","[0.17369, 1840.873854221008]","[0.125002, 1816.2198027838683]","[0.222381, 1672.1468884535072]","[0.12768, 1455.2643092370645]","[0.177533, 1580.599350441249]","[0.23448, 1478.00697133082]","[0.346143, 1416.1681201340944]","[0.18081, 1525.3857597680544]","[0.315392, 1390.5763252378292]","[0.1741, 1366.1836932725132]","[0.121848, 1259.7459688467875]","[0.334459, 1205.1237501885116]","[0.292427, 1153.570358357193]","[0.303236, 921.9012535645638]","[0.232412, 926.8812269485863]","[0.100847, 902.030829768686]","[0.076913, 935.1991378314084]","[0.098047, 889.0474945770361]","[0.170958, 926.3272355009774]","[0.150432, 891.5455984940206]","[0.173149, 784.7909552460475]","[0.186985, 685.286692973115]","[0.45121, 629.1023336032724]","[0.233977, 622.5079184504945]","[0.408467, 705.4320288422508]","[0.25697, 615.9940999296795]","[0.190432, 501.1202476351584]","[0.141247, 529.9796702972201]","[0.130183, 576.0061959745985]","[0.28272, 674.1792291431019]","[0.153499, 684.922354033501]","[0.119337, 656.2908132226844]","[0.08311, 581.3795195940636]","[0.108616, 512.9103937926781]","[0.163855, 491.3448272257048]","[0.20369, 485.0960762835316]","[0.212389, 462.3215433839199]","[0.220987, 484.1159807732861]","[0.255391, 456.2682399850664]","[0.395336, 592.7912054562847]","[0.390761, 672.4145070508141]","[0.414298, 711.3147395610752]","[0.254179, 755.8561569685531]","[0.110998, 938.9766307525178]","[0.111874, 897.292948709562]","[0.119032, 914.0657848416377]","[0.095877, 1001.0981685457076]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
3,"[0.849129, 882.8772293978689]","[0.616092, 830.5322699209312]","[0.826282, 931.043984031136]","[0.916014, 955.48218310704]","[0.826144, 966.3304090768196]","[0.526509, 877.1036833684551]","[0.508501, 866.5151028699262]","[0.831197, 928.50158200292]","[0.25316, 974.2455849787837]","[0.084587, 962.6531698994872]","[0.329428, 904.7091414505104]","[0.248179, 932.7749114047268]","[0.777585, 943.6052516258638]","[0.30425, 992.2558101657112]","[0.127735, 836.6021841790899]","[0.143422, 877.2000308898471]","[0.244599, 1023.4320910452324]","[0.244851, 790.0725404165421]","[0.267392, 753.3599039466071]","[0.183127, 718.9833369976201]","[0.250854, 843.0925981219556]","[0.263054, 811.6778335837937]","[0.185706, 839.6976288479945]","[0.168966, 985.5604929890942]","[0.242961, 1076.1024520244162]","[0.168014, 1038.9287497296468]","[0.257822, 927.2725930379928]","[0.365966, 1054.7199743318693]","[0.20755, 1315.1690307183696]","[0.183472, 1395.47064231267]","[0.152067, 1299.8403620677277]","[0.27204, 1470.9988480023007]","[0.246831, 1426.468895586809]","[0.120167, 1439.331674878169]","[0.170574, 1503.7972164504654]","[0.139316, 1460.854588179352]","[0.23208, 1408.0076757552893]","[0.381815, 1515.688485478328]","[0.172768, 1453.895482249171]","[0.173652, 1508.5449892801553]","[0.200859, 1497.4804844407925]","[0.243682, 1570.3107574444343]","[0.173646, 1448.3033809368571]","[0.125002, 1398.31875900485]","[0.222337, 1464.7590127660046]","[0.12768, 1550.1288278179754]","[0.177489, 1569.1626615324044]","[0.234436, 1568.03984633875]","[0.346055, 1582.6782411673846]","[0.180766, 1542.943348182474]","[0.315304, 1602.5766297770692]","[0.174056, 1529.7435493047924]","[0.121848, 1546.4896474387988]","[0.334371, 1595.5651574194922]","[0.292339, 1593.9094818689375]","[0.303148, 1594.772860341958]","[0.232368, 1573.4533572706146]","[0.100847, 1343.345385427727]","[0.076913, 1134.1799186042972]","[0.098047, 1108.8003691713157]","[0.170914, 1096.135308783012]","[0.150388, 1103.196725649892]","[0.173105, 1074.7652367422716]","[0.186941, 1171.0493837256631]","[0.451078, 1127.2580581787718]","[0.233933, 1068.1143796612691]","[0.408335, 1120.476187071871]","[0.256926, 1054.6978522690715]","[0.190388, 911.9865992088407]","[0.141203, 858.0273304575]","[0.130183, 942.3778060908984]","[0.282632, 884.800694713369]","[0.153455, 833.8261212358026]","[0.119337, 860.3292747111743]","[0.08311, 729.3238899367466]","[0.108616, 712.9109621610395]","[0.163811, 755.855333069163]","[0.203646, 772.8526648870778]","[0.212345, 768.5627029540184]","[0.220943, 814.488118337158]","[0.255347, 885.5438401765783]","[0.395204, 880.6521120089475]","[0.390673, 842.2508430250998]","[0.414166, 907.7348549370842]","[0.254135, 883.8546253165579]","[0.110998, 925.8223888245016]","[0.111874, 1017.2542592543042]","[0.119032, 1111.0935966904356]","[0.095877, 1164.117637703152]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4,"[0.849129, 1079.5645305266162]","[0.470976, 1048.3031112785532]","[0.826282, 999.7904672041974]","[0.916014, 956.1205727703532]","[0.826144, 762.090119432507]","[0.526509, 799.093682991718]","[0.508501, 858.0223572246559]","[0.433625, 773.4241820364547]","[0.38045, 677.4154826841087]","[0.25316, 703.6194140430077]","[0.084587, 697.33514329072]","[0.329516, 804.8234980809593]","[0.248223, 764.6899656824802]","[0.362684, 799.7729785503711]","[0.145969, 784.5928207823185]","[0.127735, 713.2182344696471]","[0.143466, 659.8896621222717]","[0.244643, 662.1147955060682]","[0.244895, 517.8930396689854]","[0.26748, 554.9421402612894]","[0.183171, 606.1664693485031]","[0.250898, 830.4770476364017]","[0.263142, 638.3358128215725]","[0.18575, 734.1131067995314]","[0.16901, 681.8377137365841]","[0.243005, 824.3672369015829]","[0.168058, 878.6337305892637]","[0.257866, 994.7716984448856]","[0.366054, 1088.2811556597635]","[0.207594, 986.4777304182302]","[0.183516, 1112.5613791337478]","[0.152111, 998.8670013304836]","[0.272128, 1075.792867121537]","[0.246875, 1275.0768124660824]","[0.120167, 1359.5092391116875]","[0.170618, 1378.2046040018236]","[0.13936, 1165.3147293205006]","[0.232124, 1117.2580020533662]","[0.381903, 1135.4199398780347]","[0.172812, 952.786483023139]","[0.173696, 929.7350140118688]","[0.200903, 1002.2092436903928]","[0.243726, 876.8756259089397]","[0.17369, 916.0774635020656]","[0.125002, 883.8523406058952]","[0.222381, 826.2091810763494]","[0.12768, 912.0521809611068]","[0.177533, 886.4971409595745]","[0.23448, 889.3430401743653]","[0.346143, 839.0444814105061]","[0.18081, 965.6344449812424]","[0.315392, 957.6480258405896]","[0.1741, 850.7978554764911]","[0.121848, 755.8861339179085]","[0.334459, 821.8544878718309]","[0.292427, 709.5743701133291]","[0.303236, 696.9024385073624]","[0.232412, 593.5381742545585]","[0.100847, 503.7446134075863]","[0.076913, 488.2111585564029]","[0.098047, 519.854182416351]","[0.170958, 638.1016298798934]","[0.150432, 644.1130421399782]","[0.173149, 532.7426295420719]","[0.186985, 659.69183646938]","[0.45121, 578.8204808332792]","[0.233977, 623.6555313952525]","[0.408467, 507.35946051913953]","[0.25697, 406.97419404515983]","[0.190432, 449.0528899642913]","[0.141247, 472.7546460783455]","[0.130183, 498.1959306536661]","[0.28272, 480.2045683101906]","[0.153499, 538.5979766743361]","[0.119337, 597.6047196176628]","[0.08311, 665.466233914476]","[0.108616, 677.857517465732]","[0.163855, 634.3563840855675]","[0.20369, 630.3342126958861]","[0.212389, 471.28712298869766]","[0.220987, 491.09432533359336]","[0.255391, 447.77505778217954]","[0.395336, 509.5608569637788]","[0.390761, 546.5281323456213]","[0.414298, 612.5950515129916]","[0.254179, 673.0983075363813]","[0.110998, 568.5795973689653]","[0.111874, 566.9179515097534]","[0.119032, 530.2069785510942]","[0.095877, 711.4429840582088]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
5,"[0.849129, 865.714607335683]","[0.470976, 1017.4252498355158]","[0.826282, 1022.1011833132332]","[0.916014, 1045.4690826202047]","[0.826144, 925.3396413163674]","[0.526509, 984.4199910877472]","[0.508501, 909.2724934926584]","[0.831197, 911.3008332530716]","[0.25316, 958.5035240646072]","[0.084587, 1013.4160828212864]","[0.329516, 862.0126205737907]","[0.248223, 770.2921036114992]","[0.777761, 865.8289392198474]","[0.304338, 828.736216039402]","[0.127735, 668.1303121453572]","[0.143466, 637.3862658939279]","[0.244643, 597.8895002032896]","[0.244895, 536.2103577934897]","[0.26748, 585.2951323070016]","[0.183171, 576.0439631897422]","[0.250898, 512.031910822403]","[0.263142, 500.075027619378]","[0.18575, 614.563495576451]","[0.16901, 401.92943968254906]","[0.243005, 459.8135485591848]","[0.168058, 487.78679011675024]","[0.257866, 433.7508824049516]","[0.366054, 427.2114883035447]","[0.207594, 450.8101653457723]","[0.183516, 430.79618494632746]","[0.152111, 435.3059528433307]","[0.272128, 447.8757178442102]","[0.246875, 426.0823465468882]","[0.120167, 476.66803071498737]","[0.170618, 459.6342062078105]","[0.13936, 471.8600427635056]","[0.232124, 582.1157339783786]","[0.381903, 505.2086054656223]","[0.172812, 495.4448898750392]","[0.173696, 500.8465054572993]","[0.200903, 490.1903037531637]","[0.243726, 490.5195923315961]","[0.17369, 499.5351741429509]","[0.125002, 494.0430516033556]","[0.222381, 517.752994970384]","[0.12768, 551.9129073801357]","[0.177533, 504.8758219685219]","[0.23448, 436.36821972153535]","[0.346143, 467.7503365451897]","[0.18081, 479.3058643475291]","[0.315392, 408.31295091654647]","[0.1741, 465.50185424429947]","[0.121848, 468.0338206905269]","[0.334459, 584.7755274838181]","[0.292427, 659.582245610419]","[0.303236, 645.9419729306499]","[0.232412, 633.3723522296116]","[0.100847, 635.3917847386944]","[0.076913, 550.0217328729377]","[0.098047, 625.9267131355706]","[0.170958, 609.096972019713]","[0.150432, 577.9176473130631]","[0.173149, 517.6067560520074]","[0.186985, 574.2965401305909]","[0.45121, 561.6151601129521]","[0.233977, 638.5515135287894]","[0.408467, 600.9299180326652]","[0.25697, 508.23328697931095]","[0.190432, 427.5121801468133]","[0.141247, 465.0636148802279]","[0.130183, 458.2595311706553]","[0.28272, 406.7228793445636]","[0.153499, 423.0689451652407]","[0.119337, 489.4026992655785]","[0.08311, 426.97788132991656]","[0.108616, 529.5215016560032]","[0.163855, 481.2078305615959]","[0.20369, 478.8517249848307]","[0.212389, 490.5924827907819]","[0.220987, 563.5922986940615]","[0.255391, 446.2347346804524]","[0.395336, 435.7716623846824]","[0.390761, 587.7535974820258]","[0.414298, 560.5781997792618]","[0.254179, 482.03175574889895]","[0.110998, 474.15785154927977]","[0.111874, 454.8503853735181]","[0.119032, 582.7855818586381]","[0.095877, 490.19413238297454]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
6,"[0.849129, 667.3396937540507]","[0.616092, 792.3975055162989]","[0.826282, 789.7531275164332]","[0.695663, 806.7976646444088]","[0.826144, 887.0361851974287]","[0.526509, 851.8360224553664]","[0.508501, 764.5333728307797]","[0.433625, 752.6526339692296]","[0.38045, 707.5481477152457]","[0.25316, 650.4505371998501]","[0.084587, 644.994043685502]","[0.329516, 659.5988290969119]","[0.248223, 606.1153625978307]","[0.362684, 691.2814855068744]","[0.145969, 699.3689204562128]","[0.127735, 627.6805093467449]","[0.143466, 668.889303353408]","[0.244643, 796.3044366071114]","[0.244895, 737.4029695176205]","[0.26748, 747.8662347922158]","[0.183171, 808.3098681639026]","[0.250898, 964.7525875362386]","[0.263142, 909.059268230848]","[0.18575, 868.5879492951042]","[0.16901, 1024.4520125854413]","[0.242961, 1068.880814005793]","[0.168014, 1119.6542150469013]","[0.257822, 1387.2687026432598]","[0.36601, 1401.9909490679877]","[0.20755, 1439.9269264899726]","[0.183472, 1418.1062753967813]","[0.152067, 1566.5490703725914]","[0.272084, 1457.389102881518]","[0.246831, 1423.1336641833557]","[0.120167, 1592.7430954464994]","[0.170574, 1416.254452851863]","[0.139316, 1407.4052396359643]","[0.23208, 1426.5506965944317]","[0.381859, 1438.0993443695656]","[0.172768, 1604.472172845234]","[0.173652, 1724.713409957074]","[0.200859, 1716.7196303500675]","[0.243682, 1715.311080257644]","[0.173646, 1912.2716278470464]","[0.125002, 1960.1270685559468]","[0.222337, 1820.2819689123935]","[0.12768, 1812.3747741336128]","[0.177489, 1773.168736355374]","[0.234436, 1840.425751358888]","[0.346099, 1895.3664323166165]","[0.180766, 1833.2785326597727]","[0.315348, 1831.8658036307645]","[0.174056, 1751.060332875442]","[0.121848, 1606.5738972634847]","[0.334415, 1694.9357124444848]","[0.292383, 1680.2986428161153]","[0.303192, 1786.493728965782]","[0.232368, 1752.374598290878]","[0.100847, 1729.933636727761]","[0.076913, 1499.543019211684]","[0.098047, 1558.742688119161]","[0.170914, 1535.730740753297]","[0.150388, 1545.9525898086715]","[0.173105, 1556.955079520564]","[0.186941, 1439.2692759509175]","[0.451122, 1426.5490518960655]","[0.233933, 1339.305479065095]","[0.408379, 1212.2080338865185]","[0.256926, 1164.7354900850016]","[0.190388, 1206.85277303854]","[0.141203, 1257.9630168565056]","[0.130183, 1375.7783298107406]","[0.282676, 1475.0513235288415]","[0.153455, 1781.8976741511522]","[0.119337, 1707.6532641944625]","[0.08311, 1820.579897829757]","[0.108616, 1742.7638844730625]","[0.163811, 1899.363923555408]","[0.203646, 2105.695889123333]","[0.212345, 2135.189915537881]","[0.220943, 2199.6577178637613]","[0.255347, 2181.184470514046]","[0.395248, 2181.2017159211355]","[0.390717, 2239.3100015183454]","[0.41421, 2424.6286131335864]","[0.254135, 2451.6269899038566]","[0.110998, 2369.3133913780807]","[0.111874, 2257.1892877047835]","[0.119032, 2175.576811913942]","[0.095877, 2128.7475019378403]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7,"[0.849129, 630.7474364840914]","[0.519082, 759.1730569010065]","[0.403936, 766.5167294837648]","[0.16413, 730.528655328977]","[0.761525, 713.3670967701777]","[0.376994, 518.0108061448049]","[0.21769, 513.4722594100188]","[0.133597, 567.0819480547138]","[0.23439, 568.5945233520926]","[0.076847, 439.8717097468119]","[0.168908, 482.5149142617299]","[0.130043, 425.9356697802741]","[0.362684, 492.911595280836]","[0.145969, 587.1887420974215]","[0.127735, 612.1590912797698]","[0.143466, 627.8989435778744]","[0.244643, 560.7135830177526]","[0.244895, 476.2096908615165]","[0.26748, 578.2110071114263]","[0.183171, 547.8027489474106]","[0.250898, 596.7872468452875]","[0.263142, 611.1695094135537]","[0.18575, 435.4182720263592]","[0.16901, 506.7358476595589]","[0.243005, 452.92117215351954]","[0.168058, 499.1720584532358]","[0.257866, 488.5619876551402]","[0.366054, 753.5173321132482]","[0.207594, 982.3168984225738]","[0.183516, 1085.8740044407632]","[0.152111, 1108.58964702356]","[0.272128, 1052.988923413356]","[0.246875, 908.0436560331376]","[0.120167, 600.588694962632]","[0.170618, 628.231625791337]","[0.13936, 416.0382134270257]","[0.232124, 502.4009801510829]","[0.381903, 488.3452609489998]","[0.172812, 551.0987657020622]","[0.173696, 594.5165732630908]","[0.200903, 474.4750943917136]","[0.243726, 462.9897931941104]","[0.17369, 402.1029546781538]","[0.125002, 402.1082057876797]","[0.222381, 450.59535204959406]","[0.12768, 533.3766045299365]","[0.177533, 549.3995605284839]","[0.23448, 535.0820248352044]","[0.346143, 605.027416260407]","[0.18081, 603.7156486835331]","[0.315392, 614.955308585021]","[0.1741, 493.9887493826242]","[0.121848, 403.5718813954939]","[0.334459, 520.2642089315585]","[0.292427, 496.6290802877296]","[0.303236, 546.1065179595336]","[0.232412, 664.9381066841312]","[0.100847, 782.9479314602278]","[0.076913, 802.4979687580156]","[0.098047, 825.5515838625124]","[0.170958, 787.0358674939931]","[0.150432, 763.8965598131875]","[0.173149, 731.4126885777235]","[0.186985, 808.2992458132952]","[0.45121, 847.6388909316615]","[0.233977, 954.7235170993104]","[0.408467, 828.0530659822429]","[0.25697, 721.0327624020609]","[0.190432, 574.6846646089797]","[0.141247, 608.1972949608408]","[0.130183, 560.7304650204159]","[0.28272, 671.6119609637234]","[0.153499, 731.515819890617]","[0.119337, 589.8775455205678]","[0.08311, 640.3118543745716]","[0.108616, 944.133536174996]","[0.163855, 932.6588555113764]","[0.20369, 792.3507133125637]","[0.212389, 544.7772573838596]","[0.220987, 450.14316931112353]","[0.255391, 409.546334815105]","[0.395336, 533.0809336800471]","[0.390761, 474.507291350692]","[0.414298, 524.3454028316496]","[0.254179, 606.7880419793801]","[0.110998, 509.17106513455326]","[0.111874, 470.46398353454015]","[0.119032, 497.22894587039286]","[0.095877, 511.9509909817701]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
