,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
0,"[0.849085, 756.4648782510233]","[0.862604, 756.4648782510233]","[1.005122, 756.4648782510233]","[1.640097, 756.4648782510233]","[1.090816, 756.4648782510233]","[0.717632, 756.4648782510233]","[0.433493, 722.6545806236828]","[0.380362, 722.6545806236828]","[0.253116, 722.6545806236828]","[0.084587, 722.6545806236828]","[0.329428, 786.9765679344962]","[0.248179, 786.9765679344962]","[0.777541, 786.9765679344962]","[0.30425, 861.4138019007471]","[0.145795, 861.4138019007471]","[0.247431, 861.4138019007471]","[0.315635, 861.4138019007471]","[0.456944, 1464.358069060557]","[0.474059, 1464.358069060557]","[0.544559, 1464.358069060557]","[0.369782, 1433.187658974599]","[0.503757, 1433.187658974599]","[0.509534, 1433.187658974599]","[0.394175, 1346.8689898104635]","[0.347246, 1346.8689898104635]","[0.475002, 1069.704607740231]","[0.322451, 1069.704607740231]","[0.504761, 1069.704607740231]","[0.742435, 887.1887106482324]","[0.389829, 887.1887106482324]","[0.340953, 887.1887106482324]","[0.311526, 1513.8413113183346]","[0.513679, 1513.8413113183346]","[0.485326, 1513.8413113183346]","[0.247422, 1513.8413113183346]","[0.335182, 881.2785633235642]","[0.258675, 881.2785633235642]","[0.514082, 881.2785633235642]","[0.765733, 1444.563742543022]","[0.32627, 1444.563742543022]","[0.345793, 1444.563742543022]","[0.397825, 551.1701882642503]","[0.525793, 551.1701882642503]","[0.372993, 551.1701882642503]","[0.23213, 1295.944247973175]","[0.412165, 1295.944247973175]","[0.246311, 1295.944247973175]","[0.452196, 862.4208309229484]","[0.451804, 862.4208309229484]","[0.639043, 862.4208309229484]","[0.321466, 862.4208309229484]","[0.598494, 454.6912664232096]","[0.279739, 454.6912664232096]","[0.121848, 454.6912664232096]","[0.334371, 1729.6789997905903]","[0.292339, 1729.6789997905903]","[0.303148, 1729.6789997905903]","[0.232368, 1729.6789997905903]","[0.100847, 1729.6789997905903]","[0.076913, 1729.6789997905903]","[0.098047, 1729.6789997905903]","[0.170914, 1729.6789997905903]","[0.150388, 1729.6789997905903]","[0.173105, 1729.6789997905903]","[0.186941, 1729.6789997905903]","[0.451078, 1729.6789997905903]","[0.233933, 1729.6789997905903]","[0.408335, 1729.6789997905903]","[0.256926, 1113.8562816464532]","[0.190388, 1113.8562816464532]","[0.141203, 1113.8562816464532]","[0.130183, 1113.8562816464532]","[0.282632, 1113.8562816464532]","[0.153455, 1113.8562816464532]","[0.119337, 1113.8562816464532]","[0.08311, 1113.8562816464532]","[0.108616, 1113.8562816464532]","[0.163811, 1113.8562816464532]","[0.203646, 1113.8562816464532]","[0.212345, 1113.8562816464532]","[0.220943, 1113.8562816464532]","[0.255347, 1113.8562816464532]","[0.395204, 1113.8562816464532]","[0.390673, 962.626521771098]","[0.414166, 962.626521771098]","[0.254135, 962.626521771098]","[0.110998, 962.626521771098]","[0.111874, 962.626521771098]","[0.119032, 962.626521771098]","[0.095877, 962.626521771098]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
1,"[0.849041, 1019.2182116488908]","[0.862604, 1019.2182116488908]","[1.005122, 1019.2182116488908]","[1.640097, 1019.2182116488908]","[1.090816, 1019.2182116488908]","[0.526333, 1019.2182116488908]","[0.508369, 733.7284453524802]","[0.717632, 733.7284453524802]","[0.675738, 733.7284453524802]","[0.830933, 1362.171579828805]","[0.25541, 1362.171579828805]","[0.084587, 1362.171579828805]","[0.329428, 1362.171579828805]","[0.248179, 1362.171579828805]","[0.777541, 1362.171579828805]","[0.30425, 1523.26067828292]","[0.145795, 1523.26067828292]","[0.247431, 1523.26067828292]","[0.315635, 1523.26067828292]","[0.66428, 1257.4757788560817]","[0.969118, 1257.4757788560817]","[0.867512, 1257.4757788560817]","[0.9934, 1246.679879088974]","[1.046837, 1246.679879088974]","[0.756621, 1246.679879088974]","[0.975347, 1246.679879088974]","[0.795672, 775.1483023662053]","[0.62194, 775.1483023662053]","[0.347246, 1046.5900679540273]","[0.475002, 1046.5900679540273]","[0.322451, 1046.5900679540273]","[0.504761, 1046.5900679540273]","[0.742435, 1271.9986982493413]","[0.389829, 1271.9986982493413]","[0.340953, 1271.9986982493413]","[0.311526, 1395.722777701047]","[0.513679, 1395.722777701047]","[0.485326, 1395.722777701047]","[0.247422, 1395.722777701047]","[0.335182, 763.5212226130348]","[0.258675, 763.5212226130348]","[0.514082, 763.5212226130348]","[0.765733, 1575.410639757889]","[0.32627, 1575.410639757889]","[0.345793, 1575.410639757889]","[0.397825, 1083.595873386913]","[0.525793, 1083.595873386913]","[0.372993, 1083.595873386913]","[0.23213, 1477.5241846264855]","[0.412165, 1477.5241846264855]","[0.246311, 1477.5241846264855]","[0.452196, 1331.347373325394]","[0.451804, 1331.347373325394]","[0.639043, 1331.347373325394]","[0.321466, 1331.347373325394]","[0.598494, 1042.61576435711]","[0.279739, 1042.61576435711]","[0.294998, 1042.61576435711]","[0.788857, 549.257672777694]","[0.638854, 549.257672777694]","[0.585586, 680.8690312459171]","[0.434183, 680.8690312459171]","[0.133733, 680.8690312459171]","[0.196673, 680.8690312459171]","[0.144438, 731.3658913992647]","[0.196854, 731.3658913992647]","[0.35891, 731.3658913992647]","[0.359842, 1139.7116270880815]","[0.590117, 1139.7116270880815]","[0.99378, 1139.7116270880815]","[0.461022, 897.5203340785649]","[0.815243, 897.5203340785649]","[0.464322, 897.5203340785649]","[0.312269, 1559.4563032143412]","[0.254069, 1559.4563032143412]","[0.217999, 1559.4563032143412]","[0.640424, 655.695098854538]","[0.280536, 655.695098854538]","[0.20571, 655.695098854538]","[0.179991, 1426.374225783101]","[0.263731, 1426.374225783101]","[0.342566, 1426.374225783101]","[0.462834, 1276.276118746013]","[0.462561, 1276.276118746013]","[0.439728, 443.015128583667]","[0.526847, 443.015128583667]","[0.921097, 443.015128583667]","[0.395336, 1437.96944922742]","[0.390761, 1437.96944922742]","[0.414298, 1437.96944922742]","[0.831199, 1437.96944922742]","[0.792469, 1620.6383256680872]","[0.254179, 1620.6383256680872]","[0.110998, 1620.6383256680872]","[0.111874, 1620.6383256680872]","[0.119032, 587.7782355836027]","[0.095877, 587.7782355836027]","[0.257299, 830.9254785426804]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
2,"[0.849129, 744.4827237374875]","[0.862868, 744.4827237374875]","[1.005254, 744.4827237374875]","[1.640097, 744.4827237374875]","[1.090816, 744.4827237374875]","[0.717632, 744.4827237374875]","[0.508369, 1710.4910348370056]","[0.830933, 1710.4910348370056]","[0.25541, 1710.4910348370056]","[0.517836, 1583.909721634191]","[0.388565, 1583.909721634191]","[1.165849, 1583.909721634191]","[0.455464, 1607.304720827289]","[0.263329, 1607.304720827289]","[0.370359, 1607.304720827289]","[0.508526, 1607.304720827289]","[0.641229, 475.92222338301616]","[0.761727, 475.92222338301616]","[0.244895, 518.2154804722719]","[0.26748, 518.2154804722719]","[0.183171, 518.2154804722719]","[0.250898, 518.2154804722719]","[0.263142, 518.2154804722719]","[0.18575, 681.7700433974614]","[0.509666, 681.7700433974614]","[0.16901, 681.7700433974614]","[0.243005, 977.8460408820988]","[0.168058, 977.8460408820988]","[0.257866, 977.8460408820988]","[0.366054, 1131.4065818255012]","[0.207594, 1131.4065818255012]","[0.183516, 1131.4065818255012]","[0.152111, 1467.8111437720593]","[0.389917, 1467.8111437720593]","[0.341041, 1467.8111437720593]","[0.311614, 1467.8111437720593]","[0.513811, 1467.8111437720593]","[0.485458, 1467.8111437720593]","[0.247466, 1467.8111437720593]","[0.33527, 735.7249099869064]","[0.258719, 735.7249099869064]","[0.514214, 735.7249099869064]","[0.765953, 1684.1812774950338]","[0.326358, 1684.1812774950338]","[0.345881, 1684.1812774950338]","[0.397957, 1649.911949615768]","[0.525969, 1649.911949615768]","[0.373081, 1649.911949615768]","[0.232174, 1306.5804964230686]","[0.412297, 1306.5804964230686]","[0.246355, 1306.5804964230686]","[0.452328, 710.6624193977605]","[0.451936, 710.6624193977605]","[0.639219, 710.6624193977605]","[0.321554, 554.1110517305849]","[0.59867, 554.1110517305849]","[0.279827, 554.1110517305849]","[0.295086, 554.1110517305849]","[0.789121, 1334.251876439986]","[0.63903, 1334.251876439986]","[0.585762, 1334.251876439986]","[0.434315, 1151.561753881689]","[0.133777, 1151.561753881689]","[0.196673, 1151.561753881689]","[0.144482, 711.2287603320237]","[0.196898, 711.2287603320237]","[0.358998, 711.2287603320237]","[0.35993, 1214.4160325368384]","[0.590249, 1214.4160325368384]","[0.994088, 1214.4160325368384]","[0.461154, 1044.8591214054725]","[0.815507, 1044.8591214054725]","[0.464454, 1044.8591214054725]","[0.312357, 1068.6741972558757]","[0.254113, 1068.6741972558757]","[0.218043, 1068.6741972558757]","[0.6406, 1585.4132889533164]","[0.280624, 1585.4132889533164]","[0.205754, 1585.4132889533164]","[0.180035, 1421.628751906735]","[0.263819, 1421.628751906735]","[0.342654, 1421.628751906735]","[0.462966, 748.3691013399543]","[0.462693, 748.3691013399543]","[0.43986, 794.5190672091694]","[0.527023, 794.5190672091694]","[0.921405, 794.5190672091694]","[0.831199, 775.6367734355485]","[0.792469, 775.6367734355485]","[0.645779, 523.2456521186825]","[0.228598, 523.2456521186825]","[0.233927, 523.2456521186825]","[0.090359, 558.934518326836]","[0.177399, 558.934518326836]","[0.095877, 558.934518326836]","[0.257299, 1508.2061826280014]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
3,"[0.849085, 603.2119979023977]","[0.862604, 603.2119979023977]","[1.005122, 603.2119979023977]","[1.640097, 603.2119979023977]","[1.090816, 603.2119979023977]","[0.376994, 603.2119979023977]","[0.761525, 603.2119979023977]","[0.433625, 652.4401600765892]","[0.38045, 652.4401600765892]","[0.25316, 652.4401600765892]","[0.084587, 652.4401600765892]","[0.076847, 512.8894240112891]","[0.168908, 512.8894240112891]","[0.130043, 512.8894240112891]","[0.362684, 512.8894240112891]","[0.145969, 1605.2906767676047]","[0.127735, 1605.2906767676047]","[0.143466, 1605.2906767676047]","[0.145839, 1425.016696434136]","[0.247475, 1425.016696434136]","[0.315723, 1425.016696434136]","[0.457076, 1425.016696434136]","[0.474191, 1425.016696434136]","[0.544735, 1425.016696434136]","[0.36987, 532.4749634773152]","[0.503889, 532.4749634773152]","[0.509666, 532.4749634773152]","[0.394307, 1510.9415920199338]","[0.347334, 1510.9415920199338]","[0.475134, 1726.5100340417882]","[0.322539, 1726.5100340417882]","[0.504893, 1726.5100340417882]","[0.742655, 1728.113272586926]","[0.389917, 1728.113272586926]","[0.341041, 1728.113272586926]","[0.311614, 662.9868788136541]","[0.513811, 662.9868788136541]","[0.485458, 662.9868788136541]","[0.247466, 662.9868788136541]","[0.33527, 1703.187506164685]","[0.258719, 1703.187506164685]","[0.514214, 1703.187506164685]","[0.765953, 837.3640070983115]","[0.326358, 837.3640070983115]","[0.345881, 837.3640070983115]","[0.397957, 589.7588436634327]","[0.525969, 589.7588436634327]","[0.373081, 589.7588436634327]","[0.232174, 863.345649216767]","[0.412297, 863.345649216767]","[0.246355, 863.345649216767]","[0.452328, 709.9990246614464]","[0.451936, 709.9990246614464]","[0.639219, 709.9990246614464]","[0.321554, 606.6200438142162]","[0.59867, 606.6200438142162]","[0.279827, 606.6200438142162]","[0.295086, 606.6200438142162]","[0.789121, 559.0731382380229]","[0.63903, 559.0731382380229]","[0.585762, 1052.669575880753]","[0.434315, 1052.669575880753]","[0.133777, 1052.669575880753]","[0.196673, 1052.669575880753]","[0.144482, 958.2780123579792]","[0.196898, 958.2780123579792]","[0.358998, 958.2780123579792]","[0.35993, 598.1313693745224]","[0.590249, 598.1313693745224]","[0.994088, 598.1313693745224]","[0.461154, 841.1284335154883]","[0.815507, 841.1284335154883]","[0.464454, 1637.7739857767992]","[0.312357, 1637.7739857767992]","[0.254113, 1637.7739857767992]","[0.218043, 1637.7739857767992]","[0.6406, 527.5780380265385]","[0.280624, 527.5780380265385]","[0.205754, 527.5780380265385]","[0.180035, 1297.3683442039176]","[0.263819, 1297.3683442039176]","[0.342654, 1297.3683442039176]","[0.462966, 1115.7273583336662]","[0.462693, 1115.7273583336662]","[0.43986, 950.8201630716978]","[0.527023, 950.8201630716978]","[0.921405, 950.8201630716978]","[0.831199, 904.0833822488752]","[0.792469, 904.0833822488752]","[0.645779, 904.0833822488752]","[0.228598, 703.867073207777]","[0.233927, 703.867073207777]","[0.090359, 1214.3387418825764]","[0.177399, 1214.3387418825764]","[0.15596, 1214.3387418825764]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4,"[0.849129, 897.5224906102128]","[0.862868, 897.5224906102128]","[1.005342, 897.5224906102128]","[1.640097, 897.5224906102128]","[1.090816, 897.5224906102128]","[0.526333, 897.5224906102128]","[0.508369, 425.6037301253668]","[0.675738, 425.6037301253668]","[0.133597, 425.6037301253668]","[0.23439, 549.7853869160128]","[0.076847, 549.7853869160128]","[0.168908, 549.7853869160128]","[0.130043, 549.7853869160128]","[0.362684, 549.7853869160128]","[0.329516, 655.8400483861201]","[0.248223, 655.8400483861201]","[0.777761, 655.8400483861201]","[0.127735, 655.8400483861201]","[0.143466, 655.8400483861201]","[0.244643, 894.3085099328157]","[0.244895, 894.3085099328157]","[0.26748, 894.3085099328157]","[0.183171, 894.3085099328157]","[0.250898, 894.3085099328157]","[0.263142, 894.3085099328157]","[0.18575, 894.3085099328157]","[0.16901, 894.3085099328157]","[0.243005, 894.3085099328157]","[0.168058, 894.3085099328157]","[0.257866, 578.7049299443248]","[0.366054, 578.7049299443248]","[0.207594, 578.7049299443248]","[0.183516, 578.7049299443248]","[0.152111, 578.7049299443248]","[0.272128, 578.7049299443248]","[0.246875, 717.8776631508387]","[0.120167, 717.8776631508387]","[0.170618, 717.8776631508387]","[0.13936, 717.8776631508387]","[0.232124, 717.8776631508387]","[0.381903, 717.8776631508387]","[0.172812, 717.8776631508387]","[0.173696, 717.8776631508387]","[0.200903, 717.8776631508387]","[0.243726, 1170.5659170707058]","[0.17369, 1170.5659170707058]","[0.125002, 1170.5659170707058]","[0.222381, 1170.5659170707058]","[0.12768, 1170.5659170707058]","[0.177533, 1170.5659170707058]","[0.23448, 1170.5659170707058]","[0.346143, 1170.5659170707058]","[0.18081, 1170.5659170707058]","[0.315392, 1170.5659170707058]","[0.1741, 1170.5659170707058]","[0.121848, 1170.5659170707058]","[0.334459, 1170.5659170707058]","[0.292427, 1065.287692488183]","[0.303236, 1065.287692488183]","[0.232412, 1065.287692488183]","[0.100847, 1065.287692488183]","[0.076913, 1065.287692488183]","[0.098047, 1065.287692488183]","[0.170958, 1065.287692488183]","[0.150432, 1065.287692488183]","[0.173149, 1065.287692488183]","[0.186985, 1065.287692488183]","[0.45121, 1065.287692488183]","[0.233977, 1065.287692488183]","[0.408467, 796.2052488075919]","[0.25697, 796.2052488075919]","[0.190432, 796.2052488075919]","[0.141247, 796.2052488075919]","[0.130183, 796.2052488075919]","[0.28272, 796.2052488075919]","[0.153499, 796.2052488075919]","[0.119337, 796.2052488075919]","[0.08311, 796.2052488075919]","[0.108616, 796.2052488075919]","[0.163855, 796.2052488075919]","[0.20369, 922.954675457776]","[0.212389, 922.954675457776]","[0.220987, 922.954675457776]","[0.255391, 922.954675457776]","[0.395336, 922.954675457776]","[0.390761, 922.954675457776]","[0.414298, 922.954675457776]","[0.254179, 922.954675457776]","[0.110998, 660.9918590431552]","[0.111874, 660.9918590431552]","[0.119032, 660.9918590431552]","[0.095877, 660.9918590431552]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
5,"[0.849129, 1025.2654149190698]","[0.862824, 1025.2654149190698]","[1.005122, 1025.2654149190698]","[1.640097, 1025.2654149190698]","[1.090816, 1025.2654149190698]","[0.526333, 1025.2654149190698]","[0.508369, 1354.761732411125]","[0.717632, 1354.761732411125]","[0.675738, 1354.761732411125]","[1.091974, 1354.761732411125]","[0.25541, 1709.115994801256]","[0.517836, 1709.115994801256]","[0.388565, 1709.115994801256]","[1.165849, 1709.115994801256]","[0.455464, 891.5254398659806]","[0.263329, 891.5254398659806]","[0.370359, 891.5254398659806]","[0.508526, 891.5254398659806]","[0.475525, 1270.2694539276283]","[0.641798, 1270.2694539276283]","[0.867512, 1270.2694539276283]","[0.9934, 1270.2694539276283]","[0.760296, 549.3351149318772]","[0.572014, 549.3351149318772]","[0.503757, 1503.6652451782315]","[0.509534, 1503.6652451782315]","[0.394175, 1503.6652451782315]","[0.347246, 1503.6652451782315]","[0.475002, 1474.7020401602874]","[0.322451, 1474.7020401602874]","[0.504761, 1474.7020401602874]","[0.742435, 461.55275108583817]","[0.389829, 461.55275108583817]","[0.183472, 461.55275108583817]","[0.152067, 525.0688059452623]","[0.27204, 525.0688059452623]","[0.246831, 525.0688059452623]","[0.120167, 525.0688059452623]","[0.170574, 1617.6062403497067]","[0.139316, 1617.6062403497067]","[0.23208, 1617.6062403497067]","[0.381815, 901.5957859627918]","[0.172768, 901.5957859627918]","[0.173652, 901.5957859627918]","[0.200859, 1222.060101063299]","[0.243682, 1222.060101063299]","[0.173646, 1222.060101063299]","[0.125002, 1156.6713549723054]","[0.222337, 1156.6713549723054]","[0.12768, 1156.6713549723054]","[0.177489, 1134.7955024669218]","[0.234436, 1134.7955024669218]","[0.346055, 1134.7955024669218]","[0.180766, 1134.7955024669218]","[0.315304, 1628.4515196346738]","[0.174056, 1628.4515196346738]","[0.121848, 1628.4515196346738]","[0.334371, 1218.356124566271]","[0.292339, 1218.356124566271]","[0.303148, 1218.356124566271]","[0.232368, 960.0117554774596]","[0.100847, 960.0117554774596]","[0.076913, 1674.9101199608592]","[0.098047, 1674.9101199608592]","[0.170914, 1674.9101199608592]","[0.150388, 1191.1817453812282]","[0.173105, 1191.1817453812282]","[0.186941, 1191.1817453812282]","[0.451078, 1191.1817453812282]","[0.233933, 789.4030690952651]","[0.408335, 789.4030690952651]","[0.256926, 789.4030690952651]","[0.190388, 815.8539660249579]","[0.141203, 815.8539660249579]","[0.130183, 815.8539660249579]","[0.282632, 825.43544703392]","[0.153455, 825.43544703392]","[0.119337, 825.43544703392]","[0.08311, 1614.3188005635177]","[0.108616, 1614.3188005635177]","[0.163811, 1614.3188005635177]","[0.203646, 1231.232669861231]","[0.212345, 1231.232669861231]","[0.220943, 844.9003142935835]","[0.255347, 844.9003142935835]","[0.395204, 844.9003142935835]","[0.390673, 1248.1434075671866]","[0.414166, 1248.1434075671866]","[0.254135, 1248.1434075671866]","[0.110998, 1590.1530827976285]","[0.111874, 1590.1530827976285]","[0.119032, 1389.0020132317736]","[0.095877, 1389.0020132317736]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
6,"[0.849129, 1434.306190794034]","[0.862824, 1434.306190794034]","[1.005122, 1434.306190794034]","[1.640097, 1434.306190794034]","[1.090816, 1434.306190794034]","[0.717632, 1434.306190794034]","[0.675738, 1047.2434174751616]","[1.091974, 1047.2434174751616]","[0.311622, 1047.2434174751616]","[0.668657, 1579.6704413294035]","[0.494483, 1579.6704413294035]","[1.569615, 1579.6704413294035]","[2.367614, 940.9918200918528]","[1.166201, 940.9918200918528]","[0.455596, 940.9918200918528]","[0.263417, 940.9918200918528]","[0.370447, 479.1507264246267]","[0.143466, 479.1507264246267]","[0.244643, 479.1507264246267]","[0.244895, 479.1507264246267]","[0.26748, 479.1507264246267]","[0.183171, 511.9909420728284]","[0.250898, 511.9909420728284]","[0.263142, 511.9909420728284]","[0.18575, 830.2664156489441]","[0.16901, 830.2664156489441]","[0.243005, 1219.2928172074344]","[0.168058, 1219.2928172074344]","[0.257866, 1219.2928172074344]","[0.366054, 514.0604636714687]","[0.207594, 514.0604636714687]","[0.183516, 514.0604636714687]","[0.152111, 408.9367867521182]","[0.272128, 408.9367867521182]","[0.246875, 408.9367867521182]","[0.120167, 408.9367867521182]","[0.170618, 1248.2711860691315]","[0.13936, 1248.2711860691315]","[0.232124, 1248.2711860691315]","[0.381903, 466.9023841166865]","[0.172812, 466.9023841166865]","[0.173696, 466.9023841166865]","[0.200903, 1274.6230943581015]","[0.243726, 1274.6230943581015]","[0.17369, 1274.6230943581015]","[0.125002, 1553.07614637151]","[0.222381, 1553.07614637151]","[0.12768, 1553.07614637151]","[0.177533, 798.2575291750667]","[0.23448, 798.2575291750667]","[0.346143, 798.2575291750667]","[0.18081, 798.2575291750667]","[0.315392, 1382.9203474174913]","[0.1741, 1382.9203474174913]","[0.121848, 1382.9203474174913]","[0.334459, 1649.1077419105422]","[0.292427, 1649.1077419105422]","[0.303236, 1649.1077419105422]","[0.232412, 1317.564152712865]","[0.100847, 1317.564152712865]","[0.076913, 1607.0013309167705]","[0.098047, 1607.0013309167705]","[0.170958, 1607.0013309167705]","[0.150432, 930.2305621175703]","[0.173149, 930.2305621175703]","[0.186985, 930.2305621175703]","[0.45121, 930.2305621175703]","[0.233977, 789.4677379168505]","[0.408467, 789.4677379168505]","[0.25697, 789.4677379168505]","[0.190432, 707.3457400635475]","[0.141247, 707.3457400635475]","[0.130183, 707.3457400635475]","[0.312357, 1713.862685275591]","[0.254113, 1713.862685275591]","[0.218043, 1713.862685275591]","[0.6406, 1713.862685275591]","[0.280624, 1713.862685275591]","[0.205754, 1713.862685275591]","[0.180035, 587.5762771794275]","[0.263819, 587.5762771794275]","[0.342654, 587.5762771794275]","[0.462966, 1113.8068256480171]","[0.462693, 1113.8068256480171]","[0.43986, 1650.4012150237695]","[0.527023, 1650.4012150237695]","[0.921405, 1650.4012150237695]","[0.831199, 629.9395281176708]","[0.792469, 629.9395281176708]","[0.645779, 938.7854152456916]","[0.228598, 938.7854152456916]","[0.233927, 938.7854152456916]","[0.090359, 1262.942690075513]","[0.177399, 1262.942690075513]","[0.15596, 1262.942690075513]","[0.257299, 747.4004164812255]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7,"[0.849085, 463.9184486599973]","[0.862604, 463.9184486599973]","[1.005122, 463.9184486599973]","[1.640097, 463.9184486599973]","[1.090816, 463.9184486599973]","[0.303376, 463.9184486599973]","[0.21769, 463.9184486599973]","[0.133597, 607.9687235496351]","[0.23439, 607.9687235496351]","[0.076847, 607.9687235496351]","[0.168908, 445.7543669487327]","[0.130043, 445.7543669487327]","[0.362684, 445.7543669487327]","[0.145969, 1395.0490104063697]","[0.127735, 1395.0490104063697]","[0.304338, 1395.0490104063697]","[0.143466, 497.40502249618703]","[0.244643, 497.40502249618703]","[0.244895, 497.40502249618703]","[0.26748, 497.40502249618703]","[0.183171, 1686.4577670223307]","[0.250898, 1686.4577670223307]","[0.263142, 1686.4577670223307]","[0.503889, 1663.145796959887]","[0.509666, 1663.145796959887]","[0.394307, 1663.145796959887]","[0.347334, 1663.145796959887]","[0.475134, 1232.0400466672072]","[0.322539, 1232.0400466672072]","[0.504893, 1232.0400466672072]","[0.742655, 1502.928385989143]","[0.389917, 1502.928385989143]","[0.341041, 1502.928385989143]","[0.311614, 1205.992222322181]","[0.513811, 1205.992222322181]","[0.485458, 1205.992222322181]","[0.247466, 1205.992222322181]","[0.33527, 1524.457297873798]","[0.258719, 1524.457297873798]","[0.514214, 1524.457297873798]","[0.765953, 915.2290271613304]","[0.326358, 915.2290271613304]","[0.345881, 915.2290271613304]","[0.397957, 1438.263773766231]","[0.525969, 1438.263773766231]","[0.373081, 1438.263773766231]","[0.232174, 1689.3390385212251]","[0.412297, 1689.3390385212251]","[0.246355, 1689.3390385212251]","[0.452328, 1632.373410395419]","[0.451936, 1632.373410395419]","[0.639219, 1632.373410395419]","[0.321554, 1735.419825196465]","[0.59867, 1735.419825196465]","[0.279827, 1735.419825196465]","[0.295086, 1735.419825196465]","[0.789121, 1073.0349374635207]","[0.63903, 1073.0349374635207]","[0.585762, 1073.0349374635207]","[0.434315, 1229.260951576326]","[0.133777, 1229.260951576326]","[0.196673, 1229.260951576326]","[0.144482, 714.5930625057795]","[0.196898, 714.5930625057795]","[0.358998, 714.5930625057795]","[0.35993, 1484.312026363758]","[0.590249, 1484.312026363758]","[0.994088, 1484.312026363758]","[0.461154, 1290.378029069927]","[0.815507, 1290.378029069927]","[0.464454, 1290.378029069927]","[0.312357, 504.7828168154104]","[0.254113, 504.7828168154104]","[0.218043, 504.7828168154104]","[0.6406, 1401.8983074552684]","[0.280624, 1401.8983074552684]","[0.205754, 1401.8983074552684]","[0.180035, 1107.408380715584]","[0.263819, 1107.408380715584]","[0.342654, 1107.408380715584]","[0.462966, 1703.1650105898389]","[0.462693, 1703.1650105898389]","[0.43986, 1554.3972535287437]","[0.527023, 1554.3972535287437]","[0.921405, 1554.3972535287437]","[0.831199, 1094.5339203578235]","[0.792469, 1094.5339203578235]","[0.645779, 1094.5339203578235]","[0.228598, 732.6906876874098]","[0.233927, 732.6906876874098]","[0.090359, 568.578469177518]","[0.177399, 568.578469177518]","[0.15596, 568.578469177518]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
