,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,"[0.849129, 1507.6781430050023]","[0.862868, 1507.6781430050023]","[1.00543, 1507.6781430050023]","[1.640581, 1507.6781430050023]","[1.091168, 818.5354147141704]","[0.717852, 1030.2667141460804]","[0.675958, 1749.9376858074374]","[1.092326, 971.056724350063]","[0.255454, 1301.3260402195242]","[0.517968, 1026.560835441634]","[0.388653, 961.9499148572844]","[1.166201, 1555.142355305089]","[0.455596, 1761.306570577888]","[0.263417, 978.3298724594248]","[0.370447, 791.1070166402749]","[0.315723, 1304.2235228806403]","[0.457076, 1382.9677214196804]","[0.474191, 543.0605672448103]","[0.544735, 1160.0508073832889]","[0.36987, 693.1582556400795]","[0.503889, 1528.693703336531]","[0.509666, 684.3306269289961]","[0.394307, 636.4045083810836]","[0.347334, 982.8444792267936]","[0.475134, 1800.2331256845664]","[0.322539, 769.1680285667724]","[0.504893, 413.68114194701536]","[0.742655, 1039.969521900085]","[0.389917, 796.9396009580593]","[0.341041, 742.3367776349924]","[0.311614, 704.9441760461808]","[0.513811, 1415.054102638563]","[0.485458, 557.8789300770877]","[0.247466, 679.9897808207015]","[0.33527, 1050.5526883537768]","[0.258719, 1267.5549933716673]","[0.514214, 1245.7088356617812]","[0.765953, 829.2304164129685]","[0.326358, 318.57312039650185]","[0.345881, 1056.8129795090488]","[0.397957, 683.4844218295151]","[0.525969, 788.5611460267373]","[0.373081, 507.04316078524056]","[0.232174, 1248.7081558900315]","[0.412297, 741.3869610728125]","[0.246355, 858.8727874792197]","[0.452328, 1386.3728455540377]","[0.451936, 449.28324810449175]","[0.639219, 417.20179986578114]","[0.321554, 876.6109557213664]","[0.59867, 875.4089091066679]","[0.279827, 1268.1171744757696]","[0.295086, 1066.086572548695]","[0.789121, 1132.6153693435454]","[0.63903, 1192.989830908882]","[0.585762, 1016.9536032208188]","[0.434315, 706.6286983774229]","[0.133777, 484.8609042454296]","[0.196673, 591.4064127733072]","[0.144482, 1425.050265276181]","[0.196898, 1746.9253530163555]","[0.358998, 676.3874301554806]","[0.35993, 489.0232408992274]","[0.590249, 1718.8632951806396]","[0.994088, 888.1614030871351]","[0.461154, 1411.7716106680173]","[0.815507, 400.66725837834383]","[0.464454, 761.6353673417148]","[0.312357, 725.6415767158165]","[0.254113, 674.3857847314796]","[0.218043, 695.7482960058533]","[0.6406, 1462.0119174416357]","[0.280624, 1363.4481641348254]","[0.205754, 1175.6530822408954]","[0.180035, 1455.1626180117892]","[0.263819, 1454.0242761465222]","[0.342654, 1188.846457188111]","[0.462966, 961.1845057306292]","[0.462693, 503.9761260247063]","[0.43986, 1191.745996055629]","[0.527023, 847.3990864309012]","[0.921405, 890.8467058822202]","[0.831199, 1092.5477010628636]","[0.792469, 1214.9601707113598]","[0.645779, 1005.7917676399042]","[0.228598, 1403.2630290347588]","[0.233927, 489.0132637033229]","[0.090359, 657.1790093077409]","[0.177399, 1679.4508898481592]","[0.15596, 1423.0295770449534]","[0.181761, 1359.302216406796]","[0.166343, 1359.302216406796]","[0.301604, 868.9793324573512]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
1,"[0.849129, 936.4201649675832]","[0.862736, 936.4201649675832]","[1.005122, 936.4201649675832]","[1.640053, 936.4201649675832]","[1.090816, 784.7150299491539]","[0.717632, 1057.130040239555]","[0.675738, 1032.0730021344586]","[0.830933, 578.5849592534665]","[0.25541, 853.1765683898707]","[0.084587, 1541.0974956340035]","[0.329428, 1541.0974956340035]","[0.248179, 703.1943694858838]","[0.777541, 462.3560542926109]","[0.30425, 907.13029908951]","[0.145795, 900.1404152604842]","[0.247431, 1561.12530275884]","[0.315635, 1329.379517204048]","[0.456944, 762.9380027913562]","[0.474059, 1366.501940988071]","[0.544559, 1029.288785880091]","[0.369782, 1664.857188613455]","[0.503757, 791.3594220513451]","[0.509534, 1617.865769280632]","[0.394175, 1018.10362722274]","[0.347246, 965.3893615828036]","[0.475002, 844.2686218268749]","[0.322451, 1194.5994311122852]","[0.504761, 858.9931804943119]","[0.742435, 519.115835377222]","[0.389829, 1087.1322109141956]","[0.340953, 607.5136286534971]","[0.311526, 1302.3281724092412]","[0.513679, 1672.8894084537064]","[0.485326, 1425.8047998091108]","[0.247422, 1295.6650931061183]","[0.335182, 1259.0244051394732]","[0.258675, 1613.4909656570665]","[0.514082, 1419.7804876963628]","[0.765733, 1229.8365686504258]","[0.32627, 1617.1857366852182]","[0.345793, 1158.5252395981]","[0.397825, 1487.7240066906616]","[0.525793, 1428.6886376488687]","[0.372993, 513.2344450609074]","[0.23213, 776.2132795083297]","[0.412165, 508.42955438422064]","[0.246311, 1634.3582294545529]","[0.452196, 870.4165481850489]","[0.451804, 1081.2344786182286]","[0.639043, 872.4044723565718]","[0.321466, 914.3906257156268]","[0.315304, 1068.0511839732862]","[0.174056, 757.4085189822258]","[0.121848, 623.7039539037811]","[0.334371, 1279.7140805575173]","[0.292339, 491.066173571735]","[0.303148, 1520.7221536206034]","[0.232368, 1049.9900868351442]","[0.585586, 1531.243085539178]","[0.434183, 503.8047353895396]","[0.133733, 601.1105025017662]","[0.196673, 499.8097415914922]","[0.144438, 1118.3321667334658]","[0.196854, 576.5542643303479]","[0.35891, 1311.84561272298]","[0.359842, 566.6423055417016]","[0.590117, 884.3376507562788]","[0.99378, 1487.3167060589385]","[0.461022, 1648.377663629192]","[0.815243, 646.7649135010502]","[0.464322, 1414.9039983205469]","[0.312269, 996.251478576007]","[0.254069, 1039.1512911647185]","[0.217999, 1670.8799505305533]","[0.640424, 1375.8280057746204]","[0.280536, 678.0647634186695]","[0.20571, 982.3937020863226]","[0.179991, 1036.1970621349851]","[0.263731, 493.9885857794227]","[0.342566, 864.4647347262946]","[0.462834, 825.1976297143254]","[0.462561, 998.3489416272467]","[0.439728, 1300.6802511557655]","[0.526847, 1641.975844025323]","[0.921097, 444.5369179848069]","[0.830935, 1122.5829281786937]","[0.792205, 650.6829955839719]","[0.645603, 1480.5856487496949]","[0.228554, 934.2236039563384]","[0.233883, 634.9202595517258]","[0.090359, 1229.0026094451202]","[0.177355, 1446.992324884532]","[0.155916, 1471.3934915562163]","[0.257299, 575.7995741306232]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
2,"[0.849085, 1590.606758786044]","[0.862604, 1590.606758786044]","[1.005122, 1590.606758786044]","[1.640097, 1590.606758786044]","[1.09086, 1105.256924222193]","[0.526333, 605.4955822981257]","[0.675738, 1095.6210089989734]","[0.717632, 1323.3418129213997]","[0.433493, 794.8777501297583]","[0.380362, 1586.0949724451673]","[0.253116, 1714.8600957324754]","[0.084587, 1636.0717097151678]","[0.329428, 856.7127610124115]","[0.248179, 627.4247864707928]","[0.777541, 971.7920682633796]","[0.30425, 1147.9190261941296]","[0.145795, 1464.503267846318]","[0.247431, 702.2597468886365]","[0.315635, 1594.1135119716162]","[0.456944, 1760.189953931265]","[0.474059, 1350.75705324234]","[0.544559, 449.7228985747808]","[0.369782, 1220.5466350757029]","[0.503757, 1078.2833910759769]","[0.509534, 1327.2682211599767]","[0.394175, 1766.8791149466804]","[0.347246, 1531.299959075746]","[0.475002, 424.6536742064516]","[0.322451, 1139.7201404248092]","[0.504761, 1562.4121098378905]","[0.742435, 1635.3837576600222]","[0.389829, 713.6178352106655]","[0.340953, 1236.291458535943]","[0.311526, 1176.97235915389]","[0.513679, 1168.5631146196351]","[0.485326, 1313.7346447598409]","[0.247422, 1116.482828095059]","[0.335182, 616.3305717797989]","[0.258675, 862.8966266746801]","[0.514082, 1231.9121835625212]","[0.765733, 901.7364157800864]","[0.32627, 1116.6598713626963]","[0.345793, 1581.378716893807]","[0.397825, 1503.7110516546595]","[0.525793, 1632.6675029001651]","[0.372993, 640.7858296478842]","[0.23213, 809.885509524143]","[0.412165, 1323.2608058978367]","[0.246311, 1753.0015458389255]","[0.452196, 832.8249469020689]","[0.451804, 1097.3292763223458]","[0.639043, 685.0725755091307]","[0.321466, 1646.7106339008658]","[0.598494, 1630.9369517489251]","[0.279739, 886.2967479092164]","[0.294998, 1375.5008902182694]","[0.788857, 1484.6840003947532]","[0.638854, 993.0187240251375]","[0.585586, 781.5424942916995]","[0.434183, 788.9302833725083]","[0.133733, 1004.7072643815984]","[0.683443, 1303.0395997659164]","[0.242248, 1269.2908784552988]","[0.292792, 1221.098282401816]","[0.215815, 754.9634215908544]","[0.310019, 464.17401344472097]","[0.500781, 708.2183079526583]","[0.509617, 556.8813856364987]","[0.812306, 378.63687262474747]","[1.462407, 1558.4847338171908]","[0.45121, 444.6155335856741]","[0.233977, 493.2707509108411]","[0.408467, 1031.579405077206]","[0.673199, 1131.2913364536294]","[1.189677, 1299.4795337024352]","[0.66475, 586.9837571835284]","[0.436343, 1010.236031127764]","[0.254113, 638.655756205872]","[0.218043, 580.0474180216613]","[0.6406, 658.7286215886318]","[0.280624, 432.3471600979029]","[0.205754, 1669.121295060941]","[0.180035, 958.7209678704196]","[0.263819, 924.7413415948764]","[0.342654, 454.4399852473233]","[0.462966, 874.1589910817052]","[0.462693, 546.5230323817913]","[0.43986, 1025.8540414231786]","[0.527023, 1515.730178837132]","[0.921405, 1051.269843406891]","[0.831199, 941.249474596288]","[0.792469, 1223.77614522199]","[0.645779, 994.003452810842]","[0.228598, 457.3528231298423]","[0.233927, 966.123161575142]","[0.090359, 692.6172383232135]","[0.177399, 1273.9408356525307]","[0.15596, 1413.3307648337782]","[0.257299, 802.0277043150111]","[0, 0]","[0, 0]"
3,"[0.849129, 1514.3331556937835]","[0.862692, 1514.3331556937835]","[1.005122, 1514.3331556937835]","[1.640053, 1514.3331556937835]","[1.090816, 913.7172190609742]","[0.717632, 1424.741196888479]","[0.675738, 1400.7142795492086]","[1.091974, 753.0992083731225]","[0.311622, 1522.474804541114]","[0.668657, 1398.0587581173145]","[0.494483, 1328.049636880057]","[1.569615, 585.7999424749412]","[0.362684, 542.9604228271728]","[0.145969, 776.7491565504836]","[0.455596, 1094.740563128655]","[0.263417, 1049.3985941356511]","[0.370447, 839.3270455850114]","[0.508658, 721.770816576947]","[0.457076, 462.8650978807331]","[0.474191, 921.3543635325692]","[0.544735, 1032.0492444033237]","[0.36987, 898.4741111176902]","[0.503889, 972.0480677268008]","[0.509666, 538.9864678593825]","[0.394307, 1308.5111699466372]","[0.347334, 996.6805409067604]","[0.622116, 1435.9299671115548]","[0.510441, 1486.8613018500669]","[0.685516, 1643.1523503385663]","[0.454891, 1413.572009934779]","[0.784309, 1366.5444379738]","[1.116242, 627.1341361125413]","[0.742655, 1451.0128738133358]","[0.389917, 1265.1987434325276]","[0.341041, 702.6375524752086]","[0.579696, 854.0944872312662]","[0.486205, 1155.399173378254]","[0.423904, 1288.7142673219691]","[0.744493, 1311.060079262395]","[0.485458, 813.2123957949987]","[0.247466, 828.9102513186998]","[0.33527, 333.57974495011865]","[0.258719, 582.8846703909848]","[0.514214, 1527.902167200762]","[0.765953, 1593.9797734511117]","[0.326358, 1584.9832789552588]","[0.345881, 1679.3866717269946]","[0.397957, 1043.0718561076387]","[0.525969, 877.5279059350314]","[0.373081, 987.7870772049216]","[0.232174, 979.8712787128048]","[0.412297, 1049.727865629791]","[0.246355, 654.1196634387563]","[0.452328, 510.8866792377668]","[0.451936, 1632.9412545806672]","[0.639219, 1694.7878258857118]","[0.321554, 911.2682160548412]","[0.59867, 878.7616032372495]","[0.279827, 596.6986846643297]","[0.294998, 776.291545386501]","[0.788857, 691.7718696038391]","[0.638854, 569.6821943267046]","[0.585586, 520.7117218131806]","[0.434183, 530.3251288637586]","[0.133733, 734.7872937443349]","[0.196673, 727.7654044170345]","[0.144438, 388.01393061248615]","[0.196854, 539.9944723706251]","[0.35891, 921.5870806013606]","[0.359842, 1021.671999863902]","[0.590117, 850.9605882756533]","[0.99378, 663.7073483552691]","[0.461022, 744.3415964933542]","[0.815243, 1285.1091477833024]","[0.464322, 456.9779583192022]","[0.312269, 1175.55357132961]","[0.254069, 821.8933910461856]","[0.217999, 394.1646374999232]","[0.640424, 998.9487251617426]","[0.280536, 1657.4477805266677]","[0.20571, 1187.458493945088]","[0.179991, 906.9337100437969]","[0.263731, 525.4331259068435]","[0.342566, 649.7023550964567]","[0.462834, 1483.605807001977]","[0.462561, 1399.3898709416817]","[0.439728, 327.3611916715551]","[0.526847, 1481.5597535033992]","[0.921097, 369.7083486153856]","[0.830935, 903.9807917695898]","[0.792205, 1100.831182541796]","[0.645603, 1123.5196389691962]","[0.228554, 989.6996907937288]","[0.233883, 1285.9615879592552]","[0.090359, 1067.9799160912405]","[0.177355, 857.6703720541453]","[0.155916, 910.2566980859924]","[0.257299, 1015.5458039770064]","[0, 0]","[0, 0]","[0, 0]"
4,"[0.849129, 1457.6188297419578]","[0.862604, 1457.6188297419578]","[1.005122, 1457.6188297419578]","[1.640097, 1457.6188297419578]","[1.09086, 813.194006449169]","[0.717632, 1495.8290191049346]","[0.675738, 1076.214169004642]","[1.092018, 998.7469816192196]","[0.311622, 800.8991659694693]","[0.517836, 490.9591518240955]","[0.388565, 1562.5342214053414]","[0.777541, 358.11616551656766]","[0.30425, 1726.2574180566037]","[0.145795, 1645.87677292541]","[0.247431, 649.8049122894605]","[0.315635, 853.2707358214615]","[0.456944, 1229.7590507648874]","[0.474059, 1386.300759060958]","[0.544559, 1100.257159382064]","[0.369782, 532.8177054826447]","[0.503757, 1317.8948085355564]","[0.509534, 1405.2148653740403]","[0.394175, 1157.6494508693966]","[0.347246, 807.5194077966371]","[0.475002, 870.8953679525948]","[0.322451, 811.910350108345]","[0.504761, 1298.5903575415905]","[0.742435, 919.5355077930247]","[0.389829, 582.7637994899915]","[0.340953, 685.1261503582894]","[0.311526, 1674.2299955942606]","[0.513679, 1130.6453510323042]","[0.485326, 1232.968312772627]","[0.247422, 1078.143012600567]","[0.335182, 758.3790540703767]","[0.258675, 1009.100842122906]","[0.514082, 941.0627473152052]","[0.765733, 418.4450421354453]","[0.381903, 1441.212215901046]","[0.172812, 1369.037883225411]","[0.173696, 1634.1446490929127]","[0.326358, 463.9990288645079]","[0.345881, 527.6725988907741]","[0.397957, 1263.3272216036842]","[0.243726, 1089.5439565557194]","[0.17369, 1072.7355312061118]","[0.125002, 1550.9082260939902]","[0.222381, 633.6873079404181]","[0.12768, 602.7063529637305]","[0.177533, 1727.1313000711366]","[0.23448, 1237.7484531907874]","[0.346143, 719.3073295972224]","[0.451936, 541.3982118461532]","[0.639219, 438.9511832857197]","[0.321554, 598.0580975821788]","[0.59867, 1660.3965298468436]","[0.279827, 1089.163932843716]","[0.295086, 1239.9000802591763]","[0.789121, 1556.172563125088]","[0.63903, 1607.3773169205126]","[0.585762, 926.941006097518]","[0.434315, 1543.7353495569091]","[0.133777, 653.3789179278531]","[0.196673, 1581.4311048636337]","[0.144482, 624.0685534616317]","[0.196898, 1093.7474473660145]","[0.358998, 726.5809580964766]","[0.35993, 461.0914727843349]","[0.590205, 1576.7578179738473]","[0.99378, 414.38597802483065]","[0.461022, 1630.907720993188]","[0.815243, 879.8956266258868]","[0.464322, 1477.7894255497354]","[0.312269, 836.8564968141986]","[0.254069, 1451.7190489613986]","[0.217999, 878.6326623204983]","[0.640424, 819.6805680890958]","[0.280536, 1313.4982083861871]","[0.20571, 1722.130229316952]","[0.179991, 1426.375775874669]","[0.263731, 1696.5545516886675]","[0.342566, 548.9611506184166]","[0.462834, 1119.5632065492966]","[0.462561, 1281.886052594867]","[0.439728, 1494.9705777385182]","[0.526847, 1293.257354070476]","[0.921097, 698.169100820342]","[0.830935, 1290.519745041114]","[0.792205, 1097.4845935628643]","[0.645603, 1321.7633474407346]","[0.228554, 717.0280287605447]","[0.233883, 680.085489237815]","[0.090359, 1142.2502345575429]","[0.177355, 1788.1218652274342]","[0.155916, 712.4382914662295]","[0.257299, 1403.5814565477372]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
5,"[0.849085, 617.3119169619754]","[0.862604, 617.3119169619754]","[1.005122, 617.3119169619754]","[1.640097, 617.3119169619754]","[1.09086, 932.0185188492115]","[0.717632, 460.1228234108456]","[0.675738, 1394.2760777546405]","[1.092018, 824.9425267055627]","[0.25541, 1156.8236388668088]","[0.517836, 1621.8891916763905]","[0.388565, 1366.2803164861682]","[1.165893, 886.0520524419823]","[0.455464, 731.2911291204522]","[0.263329, 1609.4269756364567]","[0.370359, 614.408943209264]","[0.315635, 1234.3974584371415]","[0.456944, 839.0752794092956]","[0.474059, 900.6220866596336]","[0.544559, 1405.188894812858]","[0.369782, 669.7430604468051]","[0.503757, 1028.7285575768542]","[0.509534, 1423.5155096767196]","[0.394175, 1770.7491459084376]","[0.347246, 1314.6022913954089]","[0.475002, 1300.826665627687]","[0.322451, 898.2722744042616]","[0.504761, 480.236409539849]","[0.742435, 584.5305554322547]","[0.389829, 940.1453015202992]","[0.340953, 564.0893419131359]","[0.311526, 441.55121766802586]","[0.513679, 547.3876450403575]","[0.485326, 1530.604725166537]","[0.247422, 917.8870178932212]","[0.335182, 682.102676085826]","[0.258675, 549.3794388856313]","[0.514082, 872.3197238366463]","[0.765733, 563.7814817089693]","[0.32627, 490.10231718501257]","[0.345793, 1015.6969384229184]","[0.397825, 1328.3146963248128]","[0.525793, 1410.8703564138846]","[0.372993, 1678.5912029155113]","[0.23213, 1148.3769809197622]","[0.412165, 798.0656573205422]","[0.246311, 638.959504304424]","[0.452196, 1064.1696774455725]","[0.451804, 1364.0811114165351]","[0.639043, 1192.0180403882923]","[0.321466, 523.2644937188476]","[0.598494, 398.4845996502174]","[0.279739, 641.4696428675737]","[0.294998, 1243.1752815735877]","[0.788857, 1075.5555508182108]","[0.638854, 827.0619201183184]","[0.585586, 1548.3829623498268]","[0.434183, 1379.4748864263115]","[0.133733, 721.6914197869684]","[0.196673, 1226.6194060302716]","[0.144438, 1114.86391148082]","[0.196854, 921.6827286152692]","[0.35891, 1216.2989949955213]","[0.359842, 693.5796396347739]","[0.590117, 982.057993176928]","[0.99378, 825.6075280158138]","[0.461022, 1402.1304906455985]","[0.815243, 1418.573871451363]","[0.464322, 1686.4229258396524]","[0.312269, 546.3137450987138]","[0.254069, 1374.9797980279327]","[0.217999, 1619.2961727257086]","[0.640424, 906.3242753124588]","[0.280536, 359.29579222258667]","[0.20571, 557.6766231476356]","[0.179991, 1144.2858886309182]","[0.263731, 1123.6181574199568]","[0.342566, 432.5946179987241]","[0.462834, 646.117831675058]","[0.462561, 1067.2346120550749]","[0.439728, 1469.270073074439]","[0.526847, 1176.0084633241038]","[0.921097, 1472.6659432959416]","[0.830935, 1437.041256602054]","[0.792205, 819.9019767779828]","[0.645603, 968.6575371108884]","[0.228554, 1679.7300880562802]","[0.233883, 1295.558326952408]","[0.090359, 761.3490071161191]","[0.177355, 697.7366850515598]","[0.155916, 1572.0523778074112]","[0.257299, 1260.7800192017824]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
6,"[0.849129, 1090.8120269508915]","[0.862868, 1090.8120269508915]","[1.00543, 1090.8120269508915]","[1.640097, 1090.8120269508915]","[1.090816, 1424.268858461392]","[0.717632, 1026.9389498051123]","[0.675738, 1554.2079133586697]","[1.091974, 1706.910497354585]","[0.311622, 888.0500515299216]","[0.517836, 792.5749108306173]","[0.388565, 1482.0532443059808]","[1.165849, 1260.108363851264]","[0.455464, 480.09340909401146]","[0.145795, 539.7976272468501]","[0.247431, 853.6366336831986]","[0.315635, 670.4043170485461]","[0.456944, 1440.0891006808458]","[0.474059, 529.9424551388968]","[0.544559, 1061.272895195222]","[0.369782, 847.940267336634]","[0.503757, 681.9449028186667]","[0.509534, 611.6314637318816]","[0.394175, 1520.422670785062]","[0.347246, 1440.6552808503848]","[0.475002, 1681.5019711718296]","[0.322451, 1612.5219880393915]","[0.504761, 1010.6734452844934]","[0.742435, 599.8411753944279]","[0.389829, 1150.6671297248793]","[0.340953, 1240.8495969986202]","[0.311526, 948.8240468460112]","[0.513679, 1581.9446159771328]","[0.485326, 1444.3169147403514]","[0.247422, 344.35639702377944]","[0.335182, 1399.0595733843843]","[0.258675, 1638.0780027243632]","[0.514082, 1206.65069137841]","[0.765733, 1291.774676339457]","[0.32627, 786.0099831437813]","[0.345793, 971.3425674610644]","[0.397825, 1535.390675001066]","[0.525793, 990.8368748564752]","[0.372993, 1211.363205510447]","[0.23213, 1625.841262278593]","[0.412165, 1046.6622907654423]","[0.246311, 641.5938659424966]","[0.452196, 480.4085526444506]","[0.451804, 1152.2407357968743]","[0.639043, 1373.04930685271]","[0.321466, 1675.801519766667]","[0.598494, 1665.099613484723]","[0.279739, 1422.6488313062268]","[0.294998, 1544.0504073548902]","[0.788857, 774.5878739479584]","[0.638854, 628.7444525929545]","[0.585586, 724.9903377214903]","[0.434183, 1394.166587261994]","[0.133733, 869.6210118368946]","[0.196673, 1559.4106624686967]","[0.144438, 1730.967831322928]","[0.196854, 451.11959633062696]","[0.35891, 1403.6128192174442]","[0.359842, 622.8409182809719]","[0.590117, 552.7537649508536]","[0.99378, 1361.6104825927882]","[0.461022, 1020.1423869446749]","[0.815243, 855.9802867839427]","[0.464322, 724.1976527064443]","[0.312269, 1049.3819666995948]","[0.254069, 667.855648099653]","[0.217999, 1425.1505529502172]","[0.640424, 1008.7158980582022]","[0.280536, 818.3291713691835]","[0.20571, 1433.73687618574]","[0.179991, 956.5468650672212]","[0.263731, 1427.6956388465169]","[0.342566, 1025.2462151024429]","[0.462834, 419.6487844621578]","[0.462561, 1794.709697896553]","[0.758223, 714.7121933417226]","[0.769518, 885.7802827222232]","[0.743311, 810.5310447617649]","[0.928999, 763.2486765723737]","[2.044601, 705.083505232598]","[1.69031, 671.1497907783234]","[1.19688, 663.4078253452467]","[0.853137, 1572.2653174104491]","[0.29535, 1350.7485472123649]","[0.280934, 874.5815783531466]","[0.092221, 835.9066680009777]","[0.181717, 478.3352642473257]","[0.166299, 778.192958935692]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
7,"[0.849085, 663.2248957358681]","[0.862604, 663.2248957358681]","[1.005122, 663.2248957358681]","[1.640097, 663.2248957358681]","[1.09086, 538.2445119829175]","[0.376994, 1489.1166766832562]","[0.761525, 1443.643352468709]","[0.833047, 493.1908918918487]","[0.433625, 543.0053142360796]","[0.38045, 1539.3274952628865]","[0.831197, 1522.3719231665275]","[0.076847, 527.6092054427443]","[0.084587, 1038.0032020399417]","[0.329516, 1094.7022704847227]","[0.248223, 1707.5452307558674]","[0.777761, 1696.1016711728814]","[0.304338, 1652.018647091282]","[0.145839, 1548.9105549732096]","[0.247475, 1030.5151315704277]","[0.315723, 796.5577229786696]","[0.457076, 708.9570246069869]","[0.474191, 471.8643287402144]","[0.544735, 1041.7091792941835]","[0.36987, 1177.4092201935275]","[0.503889, 951.8067215291836]","[0.509666, 590.9897052830291]","[0.394307, 1110.416986081952]","[0.347334, 647.3229429397543]","[0.475134, 1425.916700643594]","[0.322539, 1119.993290508943]","[0.504893, 1440.323650315027]","[0.742655, 973.4341955731012]","[0.389917, 1517.9660738317975]","[0.341041, 1846.262428077871]","[0.311614, 571.9432436611529]","[0.513811, 1175.5297356987744]","[0.485458, 925.977555114784]","[0.247466, 1624.1264963864814]","[0.33527, 708.1970835775089]","[0.258719, 629.9111691266318]","[0.514214, 389.7280897742084]","[0.765953, 1021.44831485495]","[0.326358, 1712.1751072231316]","[0.345881, 1783.035549631342]","[0.397957, 558.3668865551322]","[0.525969, 1545.3144700346184]","[0.373081, 981.6222736879982]","[0.232174, 647.3325800733367]","[0.412297, 1592.3081755854523]","[0.246355, 925.92134450116]","[0.452328, 1804.1709430049632]","[0.451936, 1167.3229590790604]","[0.639219, 1655.7911720694194]","[0.321554, 830.7582055777365]","[0.59867, 410.62443315546585]","[0.279827, 956.9077183386328]","[0.295086, 620.4451598029473]","[0.789121, 1430.8310489389264]","[0.446719, 1822.0124652099369]","[1.152222, 1673.494004691193]","[0.981101, 507.2351418344995]","[0.874464, 1497.3212633875155]","[0.683663, 429.0106619681111]","[0.242292, 1209.5048403979204]","[0.29288, 1325.91302840635]","[0.215859, 1055.214916347972]","[0.310107, 633.420762901458]","[0.500913, 1636.3630546856857]","[0.509749, 861.4106651249007]","[0.81257, 595.9421564334383]","[1.462847, 467.96258428235336]","[0.994088, 506.5794883675389]","[0.45121, 559.1477855800351]","[0.233977, 1614.824494405948]","[0.408467, 1643.6138920699557]","[1.189677, 1122.4911164348937]","[0.66475, 626.3110064691062]","[0.436343, 1081.9223972133957]","[0.254113, 1727.946432830678]","[0.218043, 1761.2756662680536]","[0.6406, 334.53863264106667]","[0.280624, 432.6500383903596]","[0.205754, 1721.414362427944]","[0.180035, 928.6491316475026]","[0.263819, 1392.9630805188883]","[0.342654, 1013.4841129288336]","[0.462966, 1251.8056871137512]","[0.462693, 1119.7836883631194]","[0.43986, 614.865575336701]","[0.527023, 1164.1558888678078]","[0.921405, 1582.7273612016909]","[0.831199, 915.840215456514]","[0.792469, 1407.595389116083]","[0.645779, 1406.245508917217]","[0.228598, 440.4513059473204]","[0.233927, 387.6715327134663]","[0.090359, 1340.611601248385]","[0.177399, 469.7844070224417]","[0.15596, 608.9603448199005]","[0.257299, 1699.0153319982978]","[0, 0]"
